"internal_taxon_id","Name_submitted","family","genus","species.correct","taxon.rank","life.form.reflora","habitat.reflora","vegetation.type.reflora","ordem.spp","establishment","habito","life.form","MaxHeight","GF","wsg","ecol.group","SeedMass_g","dispersal.syndrome"
"sp1034","Couratari pyramidata","Lecythidaceae","Couratari","Couratari pyramidata","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1034,"native","tree","Woody tree (Tree)",19.4,"large_tree",0.546361111111111,"late_secondary",0.329879679144385,"anemochoric"
"sp1035","Couroupita guianensis","Lecythidaceae","Couroupita","Couroupita guianensis","species","Árvore","Terrícola","Floresta de Terra Firme",1035,"native","tree","Woody tree (Tree)",34,"large_tree",0.4654,"unknown",0.005,NA
"sp1036","Coursetia caatingicola","Fabaceae","Coursetia","Coursetia caatingicola","species","Arbusto","Terrícola","Caatinga (stricto sensu)|Carrasco",1036,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.689650309577778,"unknown",0.002596,NA
"sp1037","Coursetia ferruginea","Fabaceae","Coursetia","Coursetia ferruginea","species","Arbusto|Árvore","Terrícola","Floresta Estacional Semidecidual|Savana Amazônica",1037,"native","tree","Woody tree (Tree or shrub)",15,"large_tree",0.689650309577778,"unknown",0.002596,NA
"sp1038","Coursetia rostrata","Fabaceae","Coursetia","Coursetia rostrata","species","Arbusto","Terrícola","Caatinga (stricto sensu)",1038,"native","tree","Woody tree (Shrub or treelet)",3.5,"large_shrub",0.689650309577778,"unknown",0.002596,NA
"sp1039","Coursetia vicioides","Fabaceae","Coursetia","Coursetia vicioides","species","Arbusto","Terrícola","Caatinga (stricto sensu)",1039,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.689650309577778,"unknown",0.002596,NA
"sp1040","Coussapoa curranii","Urticaceae","Coussapoa","Coussapoa curranii","species","Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",1040,"native","tree","Woody tree (Tree)",39,"large_tree",0.494016727375,"early_secondary",0.006,"zoochoric"
"sp1041","Coussapoa floccosa","Urticaceae","Coussapoa","Coussapoa floccosa","species","Arbusto|Árvore","Hemiepífita|Terrícola","Floresta de Terra Firme|Floresta Estacional Semidecidual",1041,"native","tree","Woody tree (Hemiepiphytic)",23.9,"large_tree",0.494016727375,"unknown",0.006,"zoochoric"
"sp1042","Coussapoa microcarpa","Urticaceae","Coussapoa","Coussapoa microcarpa","species","Arbusto|Árvore","Hemiepífita|Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga",1042,"native","tree","Woody tree (Hemiepiphytic)",29.4,"large_tree",0.537377939666667,"early_secondary",0.01,"zoochoric"
"sp1043","Coussapoa pachyphylla","Urticaceae","Coussapoa","Coussapoa pachyphylla","species","Arbusto|Árvore","Hemiepífita|Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1043,"native","tree","Woody tree (Hemiepiphytic)",32.45,"large_tree",0.494016727375,"unknown",0.006,"zoochoric"
"sp1044","Coussarea accedens","Rubiaceae","Coussarea","Coussarea accedens","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",1044,"native","tree","Woody tree (Tree or shrub)",7.6,"small_tree",0.490857836,"late_secondary",0.292511627906977,"zoochoric"
"sp1045","Coussarea albescens","Rubiaceae","Coussarea","Coussarea albescens","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1045,"native","tree","Woody tree (Tree)",8,"small_tree",0.65,"unknown",0.292511627906977,"zoochoric"
"sp1046","Coussarea andrei","Rubiaceae","Coussarea","Coussarea andrei","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",1046,"native","tree","Woody tree (Tree)",7,"small_tree",0.6158715672,"unknown",0.292511627906977,"zoochoric"
"sp1047","Coussarea bocainae","Rubiaceae","Coussarea","Coussarea bocainae","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1047,"native","tree","Woody tree (Tree)",10,"small_tree",0.6158715672,"unknown",0.292511627906977,"zoochoric"
"sp1048","Coussarea capitata","Rubiaceae","Coussarea","Coussarea capitata","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",1048,"native","tree","Woody tree (Tree or shrub)",7.8,"small_tree",0.6158715672,"unknown",0.292511627906977,"zoochoric"
"sp1049","Coussarea coffeoides","Rubiaceae","Coussarea","Coussarea coffeoides","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1049,"native","tree","Woody tree (Tree)",7,"small_tree",0.6158715672,"unknown",0.292511627906977,"zoochoric"
"sp1050","Coussarea congestiflora","Rubiaceae","Coussarea","Coussarea congestiflora","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1050,"native","tree","Woody tree (Tree or shrub)",7.7,"small_tree",0.6158715672,"unknown",0.292511627906977,"zoochoric"
"sp1051","Coussarea contracta","Rubiaceae","Coussarea","Coussarea contracta","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1051,"native","tree","Woody tree (Tree)",17.845,"large_tree",0.475,"late_secondary",0.6,"zoochoric"
"sp1052","Coussarea friburgensis","Rubiaceae","Coussarea","Coussarea friburgensis","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1052,"native","tree","Woody tree (Tree or shrub)",6,"small_tree",0.804,"unknown",0.292511627906977,"zoochoric"
"sp1053","Coussarea graciliflora","Rubiaceae","Coussarea","Coussarea graciliflora","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1053,"native","shrub","Woody tree (Shrub or treelet)",7.75,"large_shrub",0.6158715672,"unknown",0.292511627906977,"zoochoric"
"sp1054","Coussarea hydrangeifolia","Rubiaceae","Coussarea","Coussarea hydrangeifolia","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",1054,"native","tree","Woody tree (Tree or shrub)",10.8,"small_tree",0.5745,"early_secondary",0.116279069767442,"zoochoric"
"sp1055","Coussarea ilheotica","Rubiaceae","Coussarea","Coussarea ilheotica","species","Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",1055,"native","tree","Woody tree (Tree)",18,"large_tree",0.6158715672,"unknown",0.292511627906977,"zoochoric"
"sp1056","Coussarea leptopus","Rubiaceae","Coussarea","Coussarea leptopus","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1056,"native","tree","Woody tree (Tree or shrub)",6,"small_tree",0.6158715672,"unknown",0.292511627906977,"zoochoric"
"sp1057","Coussarea macrophylla","Rubiaceae","Coussarea","Coussarea macrophylla","species","Arbusto","Terrícola","Floresta de Igapó|Floresta de Terra Firme",1057,"native","shrub","Woody tree (Tree or shrub)",5,"small_tree",0.6158715672,"unknown",0.292511627906977,"zoochoric"
"sp1058","Coussarea megistophylla","Rubiaceae","Coussarea","Coussarea megistophylla","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1058,"native","tree","Woody tree (Tree)",8,"small_tree",0.6158715672,"unknown",0.292511627906977,"zoochoric"
"sp1059","Coussarea meridionalis","Rubiaceae","Coussarea","Coussarea meridionalis","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1059,"native","tree","Woody tree (Tree)",8,"small_tree",0.6158715672,"late_secondary",0.292511627906977,"zoochoric"
"sp1060","Coussarea nodosa","Rubiaceae","Coussarea","Coussarea nodosa","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1060,"native","shrub","Woody tree (Shrub or treelet)",6.8,"large_shrub",0.6158715672,"unknown",0.292511627906977,"zoochoric"
"sp1061","Coussarea paniculata","Rubiaceae","Coussarea","Coussarea paniculata","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta de Terra Firme|Floresta Estacional Perenifólia|Floresta Ombrófila (= Floresta Pluvial)",1061,"native","tree","Woody tree (Tree)",9.6,"small_tree",0.6158715672,"unknown",0.28,"zoochoric"
"sp1062","Coussarea platyphylla","Rubiaceae","Coussarea","Coussarea platyphylla","species","Arbusto|Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Palmeiral",1062,"native","tree","Woody tree (Tree or shrub)",5.9,"small_tree",0.6158715672,"climax",0.292511627906977,"zoochoric"
"sp1063","Coussarea speciosa","Rubiaceae","Coussarea","Coussarea speciosa","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1063,"native","tree","Woody tree (Tree)",6.6,"small_tree",0.6158715672,"unknown",0.292511627906977,"zoochoric"
"sp1064","Coussarea strigosipes","Rubiaceae","Coussarea","Coussarea strigosipes","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1064,"native","tree","Woody tree (Tree)",7,"small_tree",0.6158715672,"unknown",0.292511627906977,"zoochoric"
"sp1065","Coussarea verticillata","Rubiaceae","Coussarea","Coussarea verticillata","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1065,"native","tree","Woody tree (Tree)",8.049,"small_tree",0.6158715672,"late_secondary",0.292511627906977,"zoochoric"
"sp1066","Coussarea violacea","Rubiaceae","Coussarea","Coussarea violacea","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1066,"native","tree","Woody tree (Tree)",9.8,"small_tree",0.6158715672,"unknown",0.292511627906977,"zoochoric"
"sp1067","Coussarea viridis","Rubiaceae","Coussarea","Coussarea viridis","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1067,"native","tree","Woody tree (Tree)",7.5,"small_tree",0.6158715672,"unknown",0.292511627906977,"zoochoric"
"sp1068","Coutarea hexandra","Rubiaceae","Coutarea","Coutarea hexandra","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta de Várzea|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila Mista",1068,"native","tree","Woody tree (Tree)",15.2,"large_tree",0.6,"early_secondary",0.00216666666666667,"anemochoric"
"sp1069","Crateva tapia","Capparaceae","Crateva","Crateva tapia","species","Árvore","Terrícola","Caatinga (stricto sensu)|Carrasco|Floresta Ciliar ou Galeria|Manguezal",1069,"native","tree","Woody tree (Tree)",14.4,"small_tree",0.5185,"early_secondary",0.200222222222222,"zoochoric"
"sp1070","Cratylia argentea","Fabaceae","Cratylia","Cratylia argentea","species","Arbusto|Liana/volúvel/trepadeira","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria",1070,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.689650309577778,"unknown",NA,NA
"sp1071","Cratylia mollis","Fabaceae","Cratylia","Cratylia mollis","species","Arbusto|Liana/volúvel/trepadeira","Terrícola","Caatinga (stricto sensu)|Carrasco",1071,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.689650309577778,"unknown",NA,NA
"sp1072","Crepinella varisiana","Araliaceae","Crepinella","Crepinella varisiana","species",NA,NA,NA,1072,NA,"tree","Woody tree (Tree)",8.9,"small_tree",0.485332398163934,"unknown",NA,"zoochoric"
"sp1073","Crinodendron brasiliense","Elaeocarpaceae","Crinodendron","Crinodendron brasiliense","species","Arbusto","Terrícola","Campo de Altitude",1073,"native","tree","Woody tree (Tree or shrub)",5,"small_tree",0.78959222896875,"unknown",NA,"zoochoric"
"sp1074","Critonia morifolia","Asteraceae","Critonia","Critonia morifolia","species","Arbusto","Terrícola","Floresta Estacional Semidecidual",1074,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.530140647804348,"unknown",0.000756,"anemochoric"
"sp1075","Critoniopsis magdalenae","Asteraceae","Critoniopsis","Critoniopsis magdalenae","species","Arbusto","Terrícola","Floresta Estacional Semidecidual",1075,"native","shrub","Woody tree (Tree or shrub)",4,"large_shrub",0.530140647804348,"unknown",0.00088388,NA
"sp1076","Critoniopsis quinqueflora","Asteraceae","Critoniopsis","Critoniopsis quinqueflora","species","Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",1076,"native","tree","Woody tree (Tree or shrub)",11.2,"small_tree",0.530140647804348,"pioneer",0.00088388,"anemochoric"
"sp1077","Critoniopsis stellata","Asteraceae","Critoniopsis","Critoniopsis stellata","species","Arbusto","Rupícola|Terrícola","Campo rupestre|Floresta Estacional Decidual|Floresta Ombrófila Mista",1077,"native","tree","Woody tree (Tree or shrub)",8.7,"small_tree",0.530140647804348,"unknown",0.00088388,"anemochoric"
"sp1078","Croton adamantinus","Euphorbiaceae","Croton","Croton adamantinus","species","Arbusto|Subarbusto","Terrícola","Caatinga (stricto sensu)",1078,"native","shrub","Woody tree (Shrub or treelet)",2.13,"large_shrub",0.508323989777778,"unknown",0.113688166516453,"autochoric"
"sp1079","Croton alchorneicarpus","Euphorbiaceae","Croton","Croton alchorneicarpus","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",1079,"native","tree","Woody tree (Tree)",14.4,"small_tree",0.508323989777778,"unknown",0.113688166516453,"autochoric"
"sp1080","Croton anisodontus","Euphorbiaceae","Croton","Croton anisodontus","species","Arbusto","Terrícola","Floresta Ciliar ou Galeria",1080,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.508323989777778,"unknown",0.113688166516453,"autochoric"
"sp1081","Croton argyrophyllus","Euphorbiaceae","Croton","Croton argyrophyllus","species","Arbusto","Terrícola","Caatinga (stricto sensu)|Savana Amazônica",1081,"native","shrub","Woody tree (Tree or shrub)",5,"small_tree",0.508323989777778,"unknown",0.113688166516453,"autochoric"
"sp1082","Croton blanchetianus","Euphorbiaceae","Croton","Croton blanchetianus","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)",1082,"native","tree","Woody tree (Tree or shrub)",7.45,"small_tree",0.508323989777778,"pioneer",0.006988435,"autochoric"
"sp1083","Croton campanulatus","Euphorbiaceae","Croton","Croton campanulatus","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1083,"native","tree","Woody tree (Tree)",8.2,"small_tree",0.508323989777778,"unknown",0.113688166516453,"autochoric"
"sp1084","Croton campestris","Euphorbiaceae","Croton","Croton campestris","species","Arbusto|Subarbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos",1084,"native","shrub","Woody tree (Shrub or treelet)",1,"large_shrub",0.508323989777778,"unknown",0.113688166516453,"autochoric"
"sp1085","Croton celtidifolius","Euphorbiaceae","Croton","Croton celtidifolius","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1085,"native","tree","Woody tree (Tree or shrub)",15.6,"large_tree",0.491,"pioneer",0.113688166516453,"autochoric"
"sp1086","Croton compressus","Euphorbiaceae","Croton","Croton compressus","species","Arbusto","Terrícola","Restinga|Vegetação Sobre Afloramentos Rochosos",1086,"native","shrub","Woody tree (Tree or shrub)",4,"large_shrub",0.508323989777778,"unknown",0.113688166516453,"autochoric"
"sp1087","Croton conduplicatus","Euphorbiaceae","Croton","Croton conduplicatus","species","Arbusto|Subarbusto","Terrícola","Caatinga (stricto sensu)",1087,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.508323989777778,"unknown",0.113688166516453,"autochoric"
"sp1088","Croton confinis","Euphorbiaceae","Croton","Croton confinis","species","Arbusto","Terrícola",NA,1088,"native","shrub","Woody tree (Tree)",8,"small_tree",0.508323989777778,"unknown",0.113688166516453,"autochoric"
"sp1089","Croton echinocarpus","Euphorbiaceae","Croton","Croton echinocarpus","species","Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",1089,"native","tree","Woody tree (Tree)",22,"large_tree",0.472,"unknown",0.113688166516453,"autochoric"
"sp1090","Croton eichleri","Euphorbiaceae","Croton","Croton eichleri","species","Árvore","Terrícola","Área Antrópica|Floresta Ombrófila (= Floresta Pluvial)",1090,"native","tree","Woody tree (Tree)",5,"small_tree",0.508323989777778,"unknown",0.113688166516453,"autochoric"
"sp1091","Croton floribundus","Euphorbiaceae","Croton","Croton floribundus","species","Árvore","Terrícola","Área Antrópica|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",1091,"native","tree","Woody tree (Tree)",26,"large_tree",0.49,"pioneer",0.0406564529723834,"autochoric"
"sp1092","Croton gracilipes","Euphorbiaceae","Croton","Croton gracilipes","species","Arbusto|Árvore","Terrícola","Floresta Estacional Semidecidual",1092,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.508323989777778,"unknown",0.113688166516453,"autochoric"
"sp1093","Croton grewioides","Euphorbiaceae","Croton","Croton grewioides","species","Arbusto|Subarbusto","Terrícola","Caatinga (stricto sensu)",1093,"native","shrub","Woody tree (Shrub or treelet)",3.8,"large_shrub",0.508323989777778,"unknown",0.113688166516453,"autochoric"
"sp1094","Croton heliotropiifolius","Euphorbiaceae","Croton","Croton heliotropiifolius","species","Arbusto|Subarbusto","Terrícola","Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",1094,"native","shrub","Woody tree (Tree or shrub)",4,"large_shrub",0.81,"unknown",0.113688166516453,"autochoric"
"sp1095","Croton hemiargyreus","Euphorbiaceae","Croton","Croton hemiargyreus","species","Árvore|Subarbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",1095,"native","tree","Woody tree (Tree)",10,"small_tree",0.508323989777778,"unknown",0.113688166516453,"autochoric"
