"validName","name","speciesName","speciesAuthor","infraType","infrarankAuthor","infrarankName"
"Actinostemon concolor","Actinostemon polymorphus var. bicolor","Actinostemon polymorphus",NA,"var.","Müll.Arg.","bicolor"
"Actinostemon concolor","Actinostemon polymorphus var. ellipticus","Actinostemon polymorphus",NA,"var.","Müll.Arg.","ellipticus"
"Actinostemon concolor","Actinostemon polymorphus var. gardneri","Actinostemon polymorphus",NA,"var.","Müll.Arg.","gardneri"
"Actinostemon concolor","Actinostemon polymorphus var. grandifolius","Actinostemon polymorphus",NA,"var.","(Baill.) Müll.Arg.","grandifolius"
"Actinostemon concolor","Actinostemon polymorphus var. intermedius","Actinostemon polymorphus",NA,"var.","Müll.Arg.","intermedius"
"Actinostemon concolor","Actinostemon polymorphus var. longifolius","Actinostemon polymorphus",NA,"var.","Müll.Arg.","longifolius"
"Actinostemon concolor","Actinostemon polymorphus var. mucronatus","Actinostemon polymorphus",NA,"var.","Müll.Arg.","mucronatus"
"Actinostemon concolor","Actinostemon polymorphus var. obovatus","Actinostemon polymorphus",NA,"var.","Müll.Arg.","obovatus"
"Actinostemon concolor","Actinostemon polymorphus var. sellowii","Actinostemon polymorphus",NA,"var.","Müll.Arg.","sellowii"
"Actinostemon concolor","Actinostemon polymorphus var. variifolius","Actinostemon polymorphus",NA,"var.","Müll.Arg.","variifolius"
"Actinostemon concolor","Actinostemon sessilifolius","Actinostemon sessilifolius","Klotzsch",NA,NA,NA
"Actinostemon concolor","Actinostemon tortuosus","Actinostemon tortuosus","Glaz.",NA,NA,NA
"Actinostemon concolor","Dactylostemon australis","Dactylostemon australis","Müll.Arg.",NA,NA,NA
"Actinostemon concolor","Dactylostemon oligandrus","Dactylostemon oligandrus","Müll.Arg.",NA,NA,NA
"Actinostemon concolor","Dactylostemon sparsifolius","Dactylostemon sparsifolius","Müll.Arg.",NA,NA,NA
"Actinostemon concolor","Excoecaria concolor","Excoecaria concolor","(Spreng.) Spreng.",NA,NA,NA
"Actinostemon concolor","Gussonia australis","Gussonia australis","(Müll.Arg.) Kuntze",NA,NA,NA
"Actinostemon concolor","Gussonia concolor","Gussonia concolor","Spreng.",NA,NA,NA
"Actinostemon concolor","Gymnanthes concolor","Gymnanthes concolor","(Spreng.) Müll.Arg.",NA,NA,NA
"Actinostemon concolor","Stillingia concolor","Stillingia concolor","(Spreng.) Baill.",NA,NA,NA
"Actinostemon echinatus","Actinostemon echinatus var. major","Actinostemon echinatus",NA,"var.","Müll.Arg.","major"
"Actinostemon echinatus","Actinostemon echinatus var. minor","Actinostemon echinatus",NA,"var.","Müll.Arg.","minor"
"Actinostemon echinatus","Actinostemon echinatus var. obovatus","Actinostemon echinatus",NA,"var.","Müll.Arg.","obovatus"
"Actinostemon echinatus","Actinostemon echinatus var. spathularis","Actinostemon echinatus",NA,"var.","Müll.Arg.","spathularis"
"Actinostemon echinatus","Actinostemon trachycarpus","Actinostemon trachycarpus","Müll.Arg.",NA,NA,NA
"Actinostemon echinatus","Gussonia echinata","Gussonia echinata","(Müll.Arg.) Kuntze",NA,NA,NA
"Actinostemon klotzschii","Actinostemon lundianus","Actinostemon lundianus","(Didr.) Pax",NA,NA,NA
"Actinostemon klotzschii","Actinostemon glaziovii","Actinostemon glaziovii","Pax & K.Hoffm.",NA,NA,NA
"Actinostemon klotzschii","Actinostemon desertorum","Actinostemon desertorum","(Müll.Arg.) Pax",NA,NA,NA
"Actinostemon klotzschii","Actinostemon lagoensis","Actinostemon lagoensis","(Müll.Arg.) Pax",NA,NA,NA
"Actinostemon klotzschii","Actinostemon lasiocarpus","Actinostemon lasiocarpus","(Müll.Arg.) Baill.",NA,NA,NA
"Actinostemon klotzschii","Actinostemon leptopus","Actinostemon leptopus","(Müll.Arg.) Pax",NA,NA,NA
"Actinostemon klotzschii","Actinostemon mandiocanus","Actinostemon mandiocanus","(Müll.Arg.) Pax",NA,NA,NA
"Actinostemon klotzschii","Actinostemon angustifolius","Actinostemon angustifolius","(Müll.Arg.) Pax",NA,NA,NA
"Actinostemon klotzschii","Actinostemon australis","Actinostemon australis","(Müll.Arg.) Pax",NA,NA,NA
"Actinostemon klotzschii","Actinostemon communis","Actinostemon communis","(Müll.Arg.) Pax",NA,NA,NA
"Actinostemon klotzschii","Actinostemon communis var. cordatus","Actinostemon communis",NA,"var.","Müll.Arg.","cordatus"
"Actinostemon klotzschii","Actinostemon communis var. grandifolius","Actinostemon communis",NA,"var.","Müll.Arg.","grandifolius"
"Actinostemon klotzschii","Actinostemon communis var. heterophyllus","Actinostemon communis",NA,"var.","Müll.Arg.","heterophyllus"
"Actinostemon klotzschii","Actinostemon communis var. intermedius","Actinostemon communis",NA,"var.","Müll.Arg.","intermedius"
"Actinostemon klotzschii","Actinostemon communis var. obovatus","Actinostemon communis",NA,"var.","Müll.Arg.","obovatus"
"Actinostemon klotzschii","Actinostemon communis var. obtusatus","Actinostemon communis",NA,"var.","Müll.Arg.","obtusatus"
"Actinostemon klotzschii","Actinostemon communis var. spathulatus","Actinostemon communis",NA,"var.","(Müll.Arg.) Pax","spathulatus"
"Actinostemon klotzschii","Actinostemon communis var. weddellianus","Actinostemon communis",NA,"var.","Müll.Arg.","weddellianus"
"Actinostemon klotzschii","Actinostemon cuneatus","Actinostemon cuneatus","(Müll.Arg.) Baill.",NA,NA,NA
"Actinostemon klotzschii","Actinostemon cuneatus var. angustifolius","Actinostemon cuneatus",NA,"var.","Müll.Arg.","angustifolius"
"Actinostemon klotzschii","Actinostemon cuneatus var. latifolius","Actinostemon cuneatus",NA,"var.","Müll.Arg.","latifolius"
"Actinostemon klotzschii","Actinostemon estrellensis","Actinostemon estrellensis","(Müll.Arg.) Pax",NA,NA,NA
"Actinostemon klotzschii","Actinostemon estrellensis var. genuinus","Actinostemon estrellensis",NA,"var.","Pax","genuinus"
"Actinostemon klotzschii","Actinostemon estrellensis var. latifolius","Actinostemon estrellensis",NA,"var.","Pax","latifolius"
"Actinostemon klotzschii","Actinostemon glabrescens","Actinostemon glabrescens","Pax & K.Hoffm.",NA,NA,NA
"Actinostemon klotzschii","Actinostemon glabrescens var. acuminatus","Actinostemon glabrescens",NA,"var.","(Müll.Arg.) Pax","acuminatus"
"Actinostemon klotzschii","Actinostemon glabrescens var. angustifolius","Actinostemon glabrescens",NA,"var.","(Müll.Arg.) Pax","angustifolius"
"Actinostemon klotzschii","Actinostemon glabrescens var. macrophyllus","Actinostemon glabrescens",NA,"var.","Pax & K.Hoffm.","macrophyllus"
"Actinostemon klotzschii","Actinostemon glabrescens var. tenuifolius","Actinostemon glabrescens",NA,"var.","(Müll.Arg.) Pax","tenuifolius"
"Actinostemon klotzschii","Actinostemon lasiocarpoides","Actinostemon lasiocarpoides","(Müll.Arg.) Baill.",NA,NA,NA
"Actinostemon klotzschii","Actinostemon sprengelii","Actinostemon sprengelii","Baill.",NA,NA,NA
"Actinostemon klotzschii","Dactylostemon angustifolius","Dactylostemon angustifolius","Müll.Arg.",NA,NA,NA
"Actinostemon klotzschii","Dactylostemon brasiliensis","Dactylostemon brasiliensis","Müll.Arg.",NA,NA,NA
"Actinostemon klotzschii","Dactylostemon communis","Dactylostemon communis","Müll.Arg.",NA,NA,NA
"Actinostemon klotzschii","Dactylostemon communis var. cordatus","Dactylostemon communis",NA,"var.","Müll.Arg.","cordatus"
"Actinostemon klotzschii","Dactylostemon cuneatus","Dactylostemon cuneatus","Müll.Arg.",NA,NA,NA
"Actinostemon klotzschii","Dactylostemon cuneatus var. angustifolius","Dactylostemon cuneatus",NA,"var.","Müll.Arg.","angustifolius"
"Actinostemon klotzschii","Dactylostemon cuneatus var. latifolius","Dactylostemon cuneatus",NA,"var.","Müll.Arg.","latifolius"
"Actinostemon klotzschii","Dactylostemon estrellensis","Dactylostemon estrellensis","Müll.Arg.",NA,NA,NA
"Actinostemon klotzschii","Dactylostemon klotzschii","Dactylostemon klotzschii","Didr.",NA,NA,NA
"Actinostemon klotzschii","Dactylostemon klotzschii var. acuminatus","Dactylostemon klotzschii",NA,"var.","Müll.Arg.","acuminatus"
"Actinostemon klotzschii","Dactylostemon klotzschii var. angustifolius","Dactylostemon klotzschii",NA,"var.","Müll.Arg.","angustifolius"
"Actinostemon klotzschii","Dactylostemon klotzschii var. cordatus","Dactylostemon klotzschii",NA,"var.","(Müll.Arg.) Müll.Arg.","cordatus"
"Actinostemon klotzschii","Dactylostemon klotzschii var. genuinus","Dactylostemon klotzschii",NA,"var.","Müll.Arg.","genuinus"
"Actinostemon klotzschii","Dactylostemon klotzschii var. glabratus","Dactylostemon klotzschii",NA,"var.","(Müll.Arg.) Müll.Arg.","glabratus"
"Actinostemon klotzschii","Dactylostemon klotzschii var. grandifolius","Dactylostemon klotzschii",NA,"var.","Müll.Arg.","grandifolius"
"Actinostemon klotzschii","Dactylostemon klotzschii var. intermedius","Dactylostemon klotzschii",NA,"var.","Müll.Arg.","intermedius"
"Actinostemon klotzschii","Dactylostemon klotzschii var. obovatus","Dactylostemon klotzschii",NA,"var.","(Müll.Arg.) Müll.Arg.","obovatus"
"Actinostemon klotzschii","Dactylostemon lagoensis","Dactylostemon lagoensis","Müll.Arg.",NA,NA,NA
"Actinostemon klotzschii","Dactylostemon lasiocarpoides","Dactylostemon lasiocarpoides","Müll.Arg.",NA,NA,NA
"Actinostemon klotzschii","Dactylostemon lasiocarpus","Dactylostemon lasiocarpus","Müll.Arg.",NA,NA,NA
"Actinostemon klotzschii","Dactylostemon leptopus","Dactylostemon leptopus","Müll.Arg.",NA,NA,NA
"Actinostemon klotzschii","Dactylostemon lundianus","Dactylostemon lundianus","Didr.",NA,NA,NA
"Actinostemon klotzschii","Dactylostemon mandiocanus","Dactylostemon mandiocanus","Müll.Arg.",NA,NA,NA
"Actinostemon klotzschii","Excoecaria klotzschii","Excoecaria klotzschii","(Didr.) Baill.",NA,NA,NA
"Actinostemon klotzschii","Gussonia angustifolia","Gussonia angustifolia","(Müll.Arg.) Kuntze",NA,NA,NA
"Actinostemon klotzschii","Gussonia brasiliensis","Gussonia brasiliensis","(Müll.Arg.) Kuntze",NA,NA,NA
"Actinostemon klotzschii","Gussonia cuneata","Gussonia cuneata","(Müll.Arg.) Kuntze",NA,NA,NA
"Actinostemon klotzschii","Gussonia desertorum","Gussonia desertorum","(Müll.Arg.) Kuntze",NA,NA,NA
"Actinostemon klotzschii","Gussonia estrellensis","Gussonia estrellensis","(Müll.Arg.) Kuntze",NA,NA,NA
"Actinostemon klotzschii","Gussonia gardneri","Gussonia gardneri","(Müll.Arg.) Kuntze",NA,NA,NA
"Actinostemon klotzschii","Gussonia grandifolia","Gussonia grandifolia","(Müll.Arg.) Kuntze",NA,NA,NA
"Actinostemon klotzschii","Gussonia lagoensis","Gussonia lagoensis","(Müll.Arg.) Kuntze",NA,NA,NA
"Actinostemon klotzschii","Gussonia lanceolata","Gussonia lanceolata","(Saldanha ex Baill.) Kuntze",NA,NA,NA
"Actinostemon klotzschii","Gussonia lasiocarpa","Gussonia lasiocarpa","(Müll.Arg.) Kuntze",NA,NA,NA
"Actinostemon klotzschii","Gussonia lundiana","Gussonia lundiana","(Didr.) Kuntze",NA,NA,NA
"Actinostemon klotzschii","Dactylostemon leotopus","Dactylostemon leotopus","Müll.Arg.",NA,NA,NA
"Actinostemon verticillatus","Dactylostemon verticillatus","Dactylostemon verticillatus","Klotzsch",NA,NA,NA
"Actinostemon verticillatus","Dactylostemon verticillatus var. genuinus","Dactylostemon verticillatus",NA,"var.","Müll.Arg.","genuinus"
"Actinostemon verticillatus","Dactylostemon verticillatus var. subinermis","Dactylostemon verticillatus",NA,"var.","Müll.Arg.","subinermis"
"Adelia membranifolia","Adelia membranifolia var. spinosa","Adelia membranifolia",NA,"var.","Chodat & Hassl.","spinosa"
"Adelia membranifolia","Adelia peduncularis","Adelia peduncularis","(Kuntze) Pax & K.Hoffm.",NA,NA,NA
"Adelia membranifolia","Adelia spinosa","Adelia spinosa","(Chodat & Hassl.) Pax & K.Hoffm.",NA,NA,NA
"Adelia membranifolia","Adelia spinosa var. hassleri","Adelia spinosa",NA,"var.","Pax & K.Hoffm.","hassleri"
"Adelia membranifolia","Adelia spinosa var. hirsuta","Adelia spinosa",NA,"var.","(Chodat & Hassl.) Pax & K.Hoffm.","hirsuta"
"Adelia membranifolia","Ricinella membranifolia","Ricinella membranifolia","Müll.Arg.",NA,NA,NA
"Adelia membranifolia","Ricinella peduncularis","Ricinella peduncularis","Kuntze",NA,NA,NA
"Adenocalymma subsessilifolium","Adenocalymma subsessilifolium var. tephrinocalyx","Adenocalymma subsessilifolium",NA,"var.","(Bureau & K.Schum.) R.C.Laroche","tephrinocalyx"
"Adenocalymma subsessilifolium","Adenocalymma tephrinocalyx","Adenocalymma tephrinocalyx","Bureau & K.Schum.",NA,NA,NA
"Adenophaedra megalophylla","Bernardia megalophylla","Bernardia megalophylla","Müll.Arg.",NA,NA,NA
"Aegiphila brachiata","Aegiphila brasiliensis","Aegiphila brasiliensis","Moldenke",NA,NA,NA
"Aegiphila brachiata","Aegiphila hassleri","Aegiphila hassleri","Briq.",NA,NA,NA
"Aegiphila brachiata","Aegiphila poliantha","Aegiphila poliantha","Rojas Acosta",NA,NA,NA
"Aegiphila brachiata","Aegiphila triantha","Aegiphila triantha","Schauer",NA,NA,NA
"Aegiphila fluminensis","Aegiphila coriacea","Aegiphila coriacea","Moldenke",NA,NA,NA
"Aegiphila fluminensis","Aegiphila oleifera","Aegiphila oleifera","Casar.",NA,NA,NA
"Aegiphila graveolens","Aegiphila tetragona","Aegiphila tetragona","Mart. ex Moldenke",NA,NA,NA
"Aegiphila integrifolia","Aegiphila minasensis","Aegiphila minasensis","Moldenke",NA,NA,NA
"Aegiphila integrifolia","Aegiphila conturbata","Aegiphila conturbata","Moldenke",NA,NA,NA
"Aegiphila integrifolia","Aegiphila dentata","Aegiphila dentata","Moldenke",NA,NA,NA
"Aegiphila integrifolia","Aegiphila intermedia","Aegiphila intermedia","Moldenke",NA,NA,NA
"Aegiphila integrifolia","Aegiphila medullosa","Aegiphila medullosa","Moldenke",NA,NA,NA
"Aegiphila integrifolia","Aegiphila parviflora","Aegiphila parviflora","Moldenke",NA,NA,NA
"Aegiphila integrifolia","Aegiphila salticola","Aegiphila salticola","Moldenke",NA,NA,NA
"Aegiphila integrifolia","Aegiphila sellowiana","Aegiphila sellowiana","Cham.",NA,NA,NA
"Aegiphila integrifolia","Aegiphila villosa","Aegiphila villosa","(Aubl.) J.F.Gmel.",NA,NA,NA
"Aegiphila integrifolia","Aegiphila amazonica","Aegiphila amazonica","Moldenke",NA,NA,NA
"Aegiphila integrifolia","Aegiphila arborea","Aegiphila arborea","Spruce ex Moldenke",NA,NA,NA
"Aegiphila integrifolia","Aegiphila arborescens","Aegiphila arborescens","(Aubl.) J.F.Gmel.",NA,NA,NA
"Aegiphila integrifolia","Aegiphila arborescens var. breviflora","Aegiphila arborescens",NA,"var.","Schauer","breviflora"
"Aegiphila integrifolia","Aegiphila guianensis","Aegiphila guianensis","Moldenke",NA,NA,NA
"Aegiphila integrifolia","Aegiphila orbignyana","Aegiphila orbignyana","Mart. ex Moldenke",NA,NA,NA
"Aegiphila integrifolia","Callicarpa discolor","Callicarpa discolor","Willd. ex Steud.",NA,NA,NA
"Aegiphila integrifolia","Callicarpa globiflora","Callicarpa globiflora","Ruiz & Pav.",NA,NA,NA
"Aegiphila integrifolia","Callicarpa integrifolia","Callicarpa integrifolia","Jacq.",NA,NA,NA
"Aegiphila laevis","Aegiphila elata","Aegiphila elata","Sw.",NA,NA,NA
"Aegiphila laevis","Aegiphila scandens","Aegiphila scandens","Moldenke",NA,NA,NA
"Aegiphila laevis","Aegiphila lutea","Aegiphila lutea","Lam.",NA,NA,NA
"Aegiphila laevis","Aegiphila manabea","Aegiphila manabea","Sw.",NA,NA,NA
"Aegiphila mediterranea","Aegiphila cestrifolia","Aegiphila cestrifolia","Gardner",NA,NA,NA
"Aegiphila mediterranea","Aegiphila hirta","Aegiphila hirta","Casar.",NA,NA,NA
"Aegiphila obducta","Aegiphila lanuginosa","Aegiphila lanuginosa","Gardner",NA,NA,NA
"Aegiphila racemosa","Aegiphila aequinoctialis","Aegiphila aequinoctialis","Mart.",NA,NA,NA
"Aegiphila riedeliana","Aegiphila serrata","Aegiphila serrata","Vell.",NA,NA,NA
"Aegiphila verticillata","Aegiphila lanata","Aegiphila lanata","Moldenke",NA,NA,NA
"Aegiphila verticillata","Aegiphila lhotzkiana","Aegiphila lhotzkiana","Cham.",NA,NA,NA
"Aegiphila verticillata","Aegiphila paraguariensis","Aegiphila paraguariensis","Briq.",NA,NA,NA
"Aegiphila verticillata","Aegiphila splendens","Aegiphila splendens","Schauer",NA,NA,NA
"Aegiphila verticillata","Aegiphila crenata","Aegiphila crenata","Moldenke",NA,NA,NA
"Aegiphila verticillata","Aegiphila rotundifolia","Aegiphila rotundifolia","Sellow ex Moldenke",NA,NA,NA
"Aegiphila verticillata","Aegiphila tomentosa","Aegiphila tomentosa","Cham.",NA,NA,NA
"Aegiphila verticillata","Aegiphila vestita","Aegiphila vestita","Mart. ex Moldenke",NA,NA,NA
"Aegiphila vitelliniflora","Aegiphila candelabrum","Aegiphila candelabrum","Briq.",NA,NA,NA
"Aegiphila vitelliniflora","Aegiphila chrysantha","Aegiphila chrysantha","Hayek",NA,NA,NA
"Aegiphila vitelliniflora","Aegiphila lanceolata","Aegiphila lanceolata","Moldenke",NA,NA,NA
"Aegiphila vitelliniflora","Aegiphila mattogrossensis","Aegiphila mattogrossensis","Moldenke",NA,NA,NA
"Aegiphila vitelliniflora","Aegiphila microcalycina","Aegiphila microcalycina","Moldenke",NA,NA,NA
"Aegiphila vitelliniflora","Aegiphila chrysantha var. glabra","Aegiphila chrysantha",NA,"var.","Moldenke","glabra"
"Aegiphila vitelliniflora","Aegiphila compacta","Aegiphila compacta","Mart. ex Moldenke",NA,NA,NA
"Aegiphila vitelliniflora","Aegiphila cuspidata","Aegiphila cuspidata","Mart. ex Schauer",NA,NA,NA
"Aegiphila vitelliniflora","Aegiphila cuspidata var. grandiflora","Aegiphila cuspidata",NA,"var.","Schauer","grandiflora"
"Aegiphila vitelliniflora","Aegiphila cuspidata var. parviflora","Aegiphila cuspidata",NA,"var.","Schauer","parviflora"
"Aegiphila vitelliniflora","Aegiphila vitelliniflora var. egleri","Aegiphila vitelliniflora",NA,"var.","Moldenke","egleri"
"Aenigmatanthera lasiandra","Mascagnia lasiandra","Mascagnia lasiandra","(A.Juss.) Nied.",NA,NA,NA
"Agarista eucalyptoides","Leucothoe eucalyptoides","Leucothoe eucalyptoides","(Cham. & Schltdl.) DC.",NA,NA,NA
"Agarista glaberrima","Leucothoe eucalyptoides var. glaberrima","Leucothoe eucalyptoides",NA,"var.","(Cham. & Schltdl.) DC.","glaberrima"
"Agarista minensis","Leucothoe minensis","Leucothoe minensis","Glaz.",NA,NA,NA
"Agarista pulchra","Leucothoe pulchra","Leucothoe pulchra","(Cham. & Schltdl.) A.DC.",NA,NA,NA
"Agarista uleana","Leucothoe uleana","Leucothoe uleana","Sleumer",NA,NA,NA
"Agonandra excelsa","Agonandra engleri","Agonandra engleri","Hoehne",NA,NA,NA
"Agonandra excelsa","Agonandra spegazzinii","Agonandra spegazzinii","Molfino",NA,NA,NA
"Aiouea acarodomatifera","Aiouea barbellata","Aiouea barbellata","Kosterm.",NA,NA,NA
"Aiouea acarodomatifera","Aiouea schwackeana","Aiouea schwackeana","Mez",NA,NA,NA
"Aiouea acarodomatifera","Aiouea schwackeana var. bullata","Aiouea schwackeana",NA,"var.","Kosterm.","bullata"
"Aiouea glaziovii",NA,"NA NA",NA,NA,NA,NA
"Aiouea hirsuta",NA,"NA NA",NA,NA,NA,NA
"Aiouea laevis","Aiouea scandens","Aiouea scandens","Ducke",NA,NA,NA
"Aiouea pseudoglaziovii",NA,"NA NA",NA,NA,NA,NA
"Aiouea rubrinervia",NA,"NA NA",NA,NA,NA,NA
"Aiouea trinervis","Cinnamomum sabanae","Cinnamomum sabanae","Vattimo-Gil",NA,NA,NA
"Aiphanes horrida","Aiphanes aculeata","Aiphanes aculeata","Willd.",NA,NA,NA
"Aiphanes horrida","Aiphanes caryotifolia","Aiphanes caryotifolia","(Kunth) H.Wendl.",NA,NA,NA
"Aiphanes horrida","Aiphanes elegans","Aiphanes elegans","(Linden & H.Wendl.) H.Wendl.",NA,NA,NA
"Aiphanes horrida","Aiphanes ernestii","Aiphanes ernestii","(Burret) Burret",NA,NA,NA
"Aiphanes horrida","Aiphanes killipii","Aiphanes killipii","Burret",NA,NA,NA
"Aiphanes horrida","Aiphanes orinocensis","Aiphanes orinocensis","Burret",NA,NA,NA
"Aiphanes horrida","Aiphanes praemorsa","Aiphanes praemorsa","(Poepp. ex Mart.) Burret",NA,NA,NA
"Aiphanes horrida","Aiphanes truncata","Aiphanes truncata","(Brongn. ex Mart.) H.Wendl.",NA,NA,NA
"Aiphanes horrida","Bactris praemorsa","Bactris praemorsa","Poepp. ex Mart.",NA,NA,NA
"Aiphanes horrida","Caryota horrida","Caryota horrida","Jacq.",NA,NA,NA
"Aiphanes horrida","Euterpe aculeata","Euterpe aculeata","(Willd.) Spreng.",NA,NA,NA
"Aiphanes horrida","Marara aculeata","Marara aculeata","(Willd.) H.Karst. ex H.Wendl.",NA,NA,NA
"Aiphanes horrida","Marara bicuspidata","Marara bicuspidata","H.Karst.",NA,NA,NA
"Aiphanes horrida","Marara caryotifolia","Marara caryotifolia","(Kunth) H.Karst. ex H.Wendl.",NA,NA,NA
"Aiphanes horrida","Martinezia aculeata","Martinezia aculeata","(Willd.) Klotzsch",NA,NA,NA
"Aiphanes horrida","Martinezia aiphanes","Martinezia aiphanes","Mart.",NA,NA,NA
"Aiphanes horrida","Martinezia caryotifolia","Martinezia caryotifolia","Kunth",NA,NA,NA
"Aiphanes horrida","Martinezia elegans","Martinezia elegans","Linden & H.Wendl.",NA,NA,NA
"Aiphanes horrida","Martinezia ernestii","Martinezia ernestii","Burret",NA,NA,NA
"Aiphanes horrida","Martinezia killipii","Martinezia killipii","Burret",NA,NA,NA
"Aiphanes horrida","Martinezia truncata","Martinezia truncata","Brongn. ex Mart.",NA,NA,NA
"Aiphanes horrida","Martinezia ulei","Martinezia ulei","Dammer",NA,NA,NA
