family,species,records outside the AF,records out.in transition,records in.out transition,records inside the AF,endemism level (validated taxonomy only),group of species (validated taxonomy only),endemism level (validated and probably validated taxonomy),group of species (validated and probably validated taxonomy),endemism accepted by the BF-2020
Araliaceae,Schefflera morototoni,270,2,5,77,23.339658,widespread,22.681883,widespread,Not endemic
Araliaceae,Schefflera racemifera,0,0,0,1,100,pure_endemic,100,pure_endemic,Endemic
Araliaceae,Schefflera ruschiana,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Araliaceae,Schefflera selloi,3,0,0,48,95.652174,near_endemic,94.117647,near_endemic,Endemic
Araliaceae,Schefflera succinea,0,0,0,7,100,pure_endemic,100,pure_endemic,Endemic
Araliaceae,Schefflera varisiana,0,9,6,15,80,widespread,80,widespread,Not endemic
Araliaceae,Schefflera villosissima,3,0,2,2,50,widespread,50,widespread,Not in the AF
Araliaceae,Schefflera vinosa,215,105,52,78,28.971963,widespread,27.994616,widespread,Not endemic
Araucariaceae,Araucaria angustifolia,34,17,7,386,100,pure_endemic,90.162037,widespread,Endemic
Arecaceae,Acrocomia aculeata,118,6,1,13,12.643678,widespread,10.037175,widespread,Not endemic
Arecaceae,Acrocomia intumescens,0,1,0,7,85.714286,widespread,93.333333,near_endemic,Endemic
Arecaceae,Aiphanes horrida,45,0,0,2,4.545455,occasional,4.255319,occasional,Not in the AF
Arecaceae,Allagoptera campestris,135,50,19,33,15.52795,widespread,20.987654,widespread,Not in the AF
Arecaceae,Allagoptera caudescens,0,0,0,61,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Astrocaryum aculeatissimum,0,1,0,154,100,pure_endemic,99.676375,near_endemic,Endemic
Arecaceae,Attalea apoda,0,0,0,3,100,pure_endemic,100,pure_endemic,Not endemic
Arecaceae,Attalea burretiana,0,1,1,18,97.368421,near_endemic,97.368421,near_endemic,Endemic
Arecaceae,Attalea compta,4,1,0,8,64,widespread,64,widespread,Not in the AF
Arecaceae,Attalea dubia,0,0,0,18,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Attalea exigua,9,0,0,1,14.285714,widespread,10,widespread,Not in the AF
Arecaceae,Attalea funifera,0,0,0,23,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Attalea humilis,0,0,0,55,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Attalea oleifera,2,1,0,5,61.538462,widespread,66.666667,widespread,Not endemic
Arecaceae,Attalea phalerata,53,1,0,4,6.315789,occasional,6.956522,occasional,Not in the AF
Arecaceae,Attalea pindobassu,2,1,1,8,77.272727,widespread,77.272727,widespread,Not in the AF
Arecaceae,Bactris acanthocarpa,75,0,0,35,32.323232,widespread,31.818182,widespread,Not endemic
Arecaceae,Bactris ferruginea,0,0,0,33,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Bactris hatschbachii,0,0,0,14,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Bactris hirta,148,0,0,41,22.543353,widespread,21.693122,widespread,Not endemic
Arecaceae,Bactris horridispatha,0,0,0,14,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Bactris setosa,4,4,0,117,93.181818,near_endemic,95.121951,near_endemic,Not endemic
Arecaceae,Bactris simplicifrons,266,0,0,5,1.992032,occasional,1.845018,occasional,Not in the AF
Arecaceae,Bactris timbuiensis,0,0,0,13,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Bactris vulgaris,0,1,0,80,99.371069,near_endemic,99.378882,near_endemic,Endemic
Arecaceae,Butia archeri,53,0,0,4,5.454545,occasional,7.017544,occasional,Not in the AF
Arecaceae,Butia capitata,20,4,2,8,17.391304,widespread,29.032258,widespread,Not in the AF
Arecaceae,Butia catarinensis,0,0,0,4,100,pure_endemic,100,pure_endemic,Not endemic
Arecaceae,Butia eriospatha,0,0,0,13,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Butia odorata,0,2,1,6,84.615385,widespread,86.666667,widespread,Not endemic
Arecaceae,Butia paraguayensis,56,1,4,32,40.522876,widespread,37.569061,widespread,Not endemic
Arecaceae,Butia purpurascens,15,0,1,1,9.090909,occasional,9.090909,widespread,Not in the AF
Arecaceae,Butia yatay,11,1,2,3,20.689655,widespread,25.806452,widespread,Not endemic
Arecaceae,Copernicia prunifera,11,0,1,2,23.809524,widespread,18.518519,widespread,Not in the AF
Arecaceae,Desmoncus orthacanthos,83,1,0,74,44.528302,widespread,46.984127,widespread,Endemic
Arecaceae,Euterpe edulis,14,1,1,115,86.263736,widespread,88.846154,widespread,Not endemic
Arecaceae,Geonoma brevispatha,52,28,9,26,28.275862,widespread,31.606218,widespread,Endemic
Arecaceae,Geonoma elegans,0,1,0,165,100,pure_endemic,99.697885,near_endemic,Endemic
Arecaceae,Geonoma gamiova,2,0,0,40,100,pure_endemic,95.238095,near_endemic,Endemic
Arecaceae,Geonoma pohliana,12,0,2,202,93.684211,near_endemic,94.418605,near_endemic,Endemic
Arecaceae,Geonoma rubescens,0,0,0,32,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Geonoma schottiana,8,11,4,257,95.041322,near_endemic,95.045872,near_endemic,Endemic
Arecaceae,Geonoma weddelliana,44,1,1,2,5.434783,occasional,5.319149,occasional,Not in the AF
Arecaceae,Mauritia flexuosa,242,1,1,3,0,occasional,1.422764,occasional,Not in the AF
Arecaceae,Syagrus botryophora,0,0,1,23,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Syagrus cearensis,7,0,1,5,44,widespread,44,widespread,Not endemic
Arecaceae,Syagrus comosa,170,0,2,3,2.684564,occasional,2.298851,occasional,Not in the AF
Arecaceae,Syagrus coronata,16,6,6,21,62.5,widespread,55.813953,widespread,Not in the AF
Arecaceae,Syagrus flexuosa,178,7,7,19,12.747875,widespread,11.029412,widespread,Not in the AF
Arecaceae,Syagrus glaucescens,32,2,4,5,15.789474,widespread,17.5,widespread,Not in the AF
Arecaceae,Syagrus hoehnei,0,0,0,29,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Syagrus insignis,0,0,0,33,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Syagrus kellyana,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Syagrus lorenzoniorum,0,0,0,7,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Syagrus macrocarpa,1,0,0,18,94.736842,near_endemic,94.736842,near_endemic,Endemic
Arecaceae,Syagrus oleracea,18,3,6,17,49.295775,widespread,50.632911,widespread,Not in the AF
Arecaceae,Syagrus picrophylla,0,0,0,6,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Syagrus pseudococos,0,1,0,24,100,pure_endemic,97.959184,near_endemic,Endemic
Arecaceae,Syagrus romanzoffiana,31,6,2,67,63.125,widespread,66.666667,widespread,Not endemic
Arecaceae,Syagrus ruschiana,0,0,0,15,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Syagrus santosii,0,0,0,3,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Syagrus schizophylla,1,2,0,59,96.363636,near_endemic,96.721311,near_endemic,Endemic
Arecaceae,Syagrus vagans,8,7,2,3,28.571429,widespread,25.806452,widespread,Not in the AF
Arecaceae,Syagrus weddelliana,0,0,0,14,100,pure_endemic,100,pure_endemic,Endemic
Arecaceae,Trithrinax brasiliensis,1,0,0,7,80,widespread,87.5,widespread,Not in the AF
Asteraceae,Acritopappus confertus,20,45,51,19,47.770701,widespread,51.149425,widespread,Not in the AF
Asteraceae,Acritopappus connatifolius,0,4,2,5,75,widespread,75,widespread,Not in the AF
Asteraceae,Acritopappus heterolepis,0,22,16,11,61.403509,widespread,63.333333,widespread,Not in the AF
Asteraceae,Acritopappus prunifolius,0,6,3,1,45.454545,widespread,45.454545,widespread,Not in the AF
Asteraceae,Albertinia brasiliensis,5,14,14,80,88.172043,widespread,87.878788,widespread,Not endemic
Asteraceae,Austrocritonia angulicaulis,0,1,1,12,96.153846,near_endemic,96.153846,near_endemic,Endemic
Asteraceae,Austrocritonia velutina,3,3,1,62,92.857143,near_endemic,93.283582,near_endemic,Not endemic
Asteraceae,Austroeupatorium inulaefolium,98,12,11,395,76.996424,widespread,79.38553,widespread,Not endemic
Asteraceae,Baccharis aliena,93,5,2,44,32.653061,widespread,32.02847,widespread,Not endemic
Asteraceae,Baccharis angusticeps,0,0,0,31,100,pure_endemic,100,pure_endemic,Endemic
Asteraceae,Baccharis calvescens,10,35,19,253,89.615385,near_endemic,90.517241,near_endemic,Not endemic
Asteraceae,Baccharis caprariifolia,15,11,7,130,86.813187,widespread,86.688312,widespread,Not endemic
Asteraceae,Baccharis cognata,57,28,4,92,56.697819,widespread,56.969697,widespread,Not endemic
Asteraceae,Baccharis dentata,10,6,4,294,95.365419,near_endemic,95.79288,near_endemic,Not endemic
Asteraceae,Baccharis dracunculifolia,330,46,16,669,63.747811,widespread,65.728155,widespread,Not endemic
Asteraceae,Baccharis glaziovii,1,0,0,92,98.913043,near_endemic,98.924731,near_endemic,Endemic
Asteraceae,Baccharis grandimucronata,0,1,0,75,99.319728,near_endemic,99.337748,near_endemic,Endemic
Asteraceae,Baccharis intermixta,15,11,2,131,85.512367,widespread,86.557377,widespread,Not endemic
Asteraceae,Baccharis lateralis,12,1,0,109,88.986784,near_endemic,89.711934,widespread,Not endemic
Asteraceae,Baccharis leucocephala,1,0,0,67,97.959184,near_endemic,98.529412,near_endemic,Endemic
Asteraceae,Baccharis ligustrina,52,28,6,31,34.343434,widespread,34,widespread,Not endemic
Asteraceae,Baccharis linearifolia,440,93,25,251,34.678523,widespread,35.133333,widespread,Not endemic
Asteraceae,Baccharis longiattenuata,4,4,4,33,85,widespread,85.365854,widespread,Not endemic
Asteraceae,Baccharis lychnophora,4,0,2,32,88.571429,near_endemic,89.189189,widespread,Not endemic
Asteraceae,Baccharis lymanii,0,0,0,47,100,pure_endemic,100,pure_endemic,Endemic
Asteraceae,Baccharis macrophylla,0,1,0,10,95.238095,near_endemic,95.238095,near_endemic,Endemic
Asteraceae,Baccharis mesoneura,0,1,0,29,97.87234,near_endemic,98.305085,near_endemic,Endemic
Asteraceae,Baccharis microdonta,51,7,11,274,82.96875,widespread,83.682635,widespread,Not endemic
Asteraceae,Baccharis montana,18,12,9,542,95.760369,near_endemic,95.793164,near_endemic,Not endemic
Asteraceae,Baccharis oblongifolia,290,14,3,385,53.582803,widespread,56.547184,widespread,Not endemic
Asteraceae,Baccharis oreophila,1,0,0,108,98.901099,near_endemic,99.082569,near_endemic,Endemic
Asteraceae,Baccharis platypoda,37,33,11,169,77.944862,widespread,76.535088,widespread,Not endemic
Asteraceae,Baccharis pseudomyriocephala,28,8,4,324,90.39039,near_endemic,91.061453,near_endemic,Endemic
Asteraceae,Baccharis pseudovaccinioides,17,0,0,13,86.666667,widespread,43.333333,widespread,Endemic
Asteraceae,Baccharis psiadioides,28,41,9,23,37.857143,widespread,36.184211,widespread,Not endemic
Asteraceae,Baccharis punctulata,134,29,17,390,72.389558,widespread,72.85192,widespread,Not endemic
Asteraceae,Baccharis regnellii,0,0,0,36,100,pure_endemic,100,pure_endemic,Endemic
Asteraceae,Baccharis retusa,173,70,28,246,55.36105,widespread,55.555556,widespread,Not endemic
Asteraceae,Baccharis rufidula,10,7,2,95,87.557604,widespread,87.671233,widespread,Not endemic
Asteraceae,Baccharis salicifolia,687,8,0,46,6.137725,occasional,6.24152,occasional,Not in the AF
Asteraceae,Baccharis semiserrata,4,6,7,171,96.043165,near_endemic,96.143251,near_endemic,Endemic
Asteraceae,Baccharis serrulata,38,58,24,377,85.507246,widespread,85.307018,widespread,Not endemic
Asteraceae,Baccharis singularis,28,7,10,259,88.030888,widespread,89.340102,widespread,Not endemic
Asteraceae,Baccharis tridentata,94,18,2,138,59.482759,widespread,57.438017,widespread,Not endemic
Asteraceae,Baccharis uncinella,2,1,0,310,99.001996,near_endemic,99.2,near_endemic,Endemic
Asteraceae,Baccharis urvilleana,0,0,0,20,100,pure_endemic,100,pure_endemic,Not endemic
Asteraceae,Barnadesia caryophylla,57,3,0,33,36.686391,widespread,36.065574,widespread,Not endemic
Asteraceae,Chromolaena laevigata,327,31,13,302,42.857143,widespread,47.388633,widespread,Not endemic
Asteraceae,Chronopappus bifrons,1,1,0,4,72.727273,widespread,72.727273,widespread,Not in the AF
Asteraceae,Clibadium surinamense,298,1,0,1,0.43573,occasional,0.33389,occasional,Not in the AF
Asteraceae,Critonia morifolia,268,0,1,73,26.451613,widespread,21.522694,widespread,Not in the AF
Asteraceae,Critoniopsis magdalenae,0,0,0,4,100,pure_endemic,100,pure_endemic,Endemic
Asteraceae,Critoniopsis quinqueflora,2,3,0,143,94.230769,near_endemic,97.610922,near_endemic,Endemic
Asteraceae,Critoniopsis stellata,0,0,0,31,100,pure_endemic,100,pure_endemic,Endemic
Asteraceae,Dasycondylus resinosus,0,1,0,59,99.159664,near_endemic,99.159664,near_endemic,Endemic
Asteraceae,Dasyphyllum brasiliense,112,32,5,310,67.967699,widespread,70.942111,widespread,Not endemic
Asteraceae,Dasyphyllum flagellare,21,14,7,101,80.237154,widespread,78.867925,widespread,Not endemic
Asteraceae,Dasyphyllum lanceolatum,4,2,3,17,82.222222,widespread,78.723404,widespread,Not endemic
Asteraceae,Dasyphyllum spinescens,4,4,5,103,94.764398,near_endemic,94.618834,near_endemic,Endemic
Asteraceae,Dendrophorbium glaziovii,0,0,0,20,100,pure_endemic,100,pure_endemic,Not endemic
Asteraceae,Dendrophorbium pluricephalum,1,0,0,20,93.333333,near_endemic,95.238095,near_endemic,Not endemic
Asteraceae,Eirmocephala megaphylla,33,0,0,2,6.060606,occasional,5.714286,occasional,NA
Asteraceae,Eremanthus arboreus,52,3,2,5,10.344828,widespread,10.084034,widespread,Not in the AF
Asteraceae,Eremanthus brasiliensis,1,1,0,1,40,widespread,40,widespread,Not in the AF
Asteraceae,Eremanthus brevifolius,0,2,0,2,66.666667,widespread,66.666667,widespread,Not in the AF
Asteraceae,Eremanthus capitatus,47,44,50,62,57.094595,widespread,55.769231,widespread,Not endemic
Asteraceae,Eremanthus crotonoides,5,9,1,75,86.986301,widespread,88.823529,widespread,Not endemic
Asteraceae,Eremanthus elaeagnus,55,7,5,2,7.142857,occasional,7.142857,occasional,Not in the AF
Asteraceae,Eremanthus erythropappus,32,17,5,214,84.243697,widespread,84.241245,widespread,Not endemic
Asteraceae,Eremanthus glomerulatus,134,26,7,34,24.745763,widespread,20.325203,widespread,Not in the AF
Asteraceae,Eremanthus goyazensis,107,3,1,2,2.631579,occasional,2.252252,occasional,Not in the AF
Asteraceae,Eremanthus incanus,36,26,5,28,38.62069,widespread,38.36478,widespread,Not endemic
Asteraceae,Eremanthus ovatifolius,0,0,0,3,100,pure_endemic,100,pure_endemic,Endemic
Asteraceae,Eremanthus polycephalus,22,10,4,6,23.880597,widespread,22.857143,widespread,Not in the AF
Asteraceae,Eremanthus praetermissus,0,0,0,9,100,pure_endemic,100,pure_endemic,Endemic
Asteraceae,Gongylolepis martiana,44,0,0,1,2.857143,occasional,2.222222,occasional,Not in the AF
Asteraceae,Gorceixia decurrens,5,2,1,10,63.636364,widespread,63.636364,widespread,Not endemic
Asteraceae,Heterocoma albida,1,1,1,5,78.571429,widespread,78.571429,widespread,Not in the AF
Asteraceae,Heterocondylus alatus,62,20,2,452,83.657143,widespread,86.285714,widespread,Not endemic
Asteraceae,Hololepis hatschbachii,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Asteraceae,Hololepis pedunculata,21,2,1,43,65.354331,widespread,66.412214,widespread,Not in the AF
Asteraceae,Idiothamnus pseudorgyalis,1,0,0,12,92.307692,near_endemic,92.307692,near_endemic,Endemic
Asteraceae,Kaunia rufescens,7,2,0,53,87.128713,widespread,86.885246,widespread,Endemic
Asteraceae,Koanophyllon solidaginoides,83,0,0,1,1.333333,occasional,1.190476,occasional,Not endemic
Asteraceae,Koanophyllon tinctorium,12,4,0,33,68.292683,widespread,70.212766,widespread,Not endemic
Asteraceae,Lepidaploa acutangula,7,2,2,12,61.904762,widespread,61.904762,widespread,Not in the AF
Asteraceae,Lepidaploa cotoneaster,54,59,62,125,65.065502,widespread,65.135699,widespread,Not in the AF
Asteraceae,Lessingianthus grandiflorus,63,30,8,53,44.067797,widespread,42.222222,widespread,Not in the AF
Asteraceae,Lessingianthus macrophyllus,1,2,1,49,97.849462,near_endemic,96.116505,near_endemic,Endemic
Asteraceae,Lessingianthus rugulosus,1,0,0,1,50,widespread,50,widespread,Not in the AF
Asteraceae,Lychnophora diamantinana,32,2,0,1,2.941176,occasional,2.941176,occasional,Not in the AF
Asteraceae,Lychnophora ericoides,159,10,10,8,6.547619,occasional,7.344633,occasional,Not in the AF
Asteraceae,Lychnophora gardneri,36,4,0,1,2.564103,occasional,2.564103,occasional,Not in the AF
Asteraceae,Lychnophora granmogolensis,21,23,23,4,32.291667,widespread,32.291667,widespread,Not in the AF
Asteraceae,Lychnophora pinaster,14,23,5,115,82.042254,widespread,82.167832,widespread,Not in the AF
Asteraceae,Lychnophora pohlii,64,1,1,7,10.416667,widespread,10.416667,widespread,Not in the AF
Asteraceae,Lychnophora reticulata,9,2,0,5,28.571429,widespread,33.333333,widespread,Not in the AF
Asteraceae,Lychnophora rosmarinifolia,36,34,3,2,6.19469,occasional,6.19469,occasional,Not in the AF
Asteraceae,Lychnophora salicifolia,68,85,45,2,18.35206,widespread,18.148148,widespread,Not in the AF
Asteraceae,Lychnophora sellowii,7,25,3,3,18.75,widespread,18.75,widespread,Not in the AF
Asteraceae,Lychnophora staavioides,22,0,0,5,18.518519,widespread,18.518519,widespread,Not in the AF
Asteraceae,Lychnophora syncephala,10,7,1,7,35.714286,widespread,35.714286,widespread,Not in the AF
Asteraceae,Lychnophora tomentosa,39,18,10,4,16.216216,widespread,15.789474,widespread,Not in the AF
Asteraceae,Malmeanthus subintegerrimus,5,1,4,16,83.72093,widespread,76.595745,widespread,Endemic
Asteraceae,Moquinia racemosa,15,23,13,9,37.179487,widespread,36.904762,widespread,Not endemic
Asteraceae,Moquiniastrum barrosoae,128,16,10,37,23.121387,widespread,23.595506,widespread,Not in the AF
Asteraceae,Moquiniastrum blanchetianum,110,29,22,3,9.917355,occasional,10.108303,widespread,Not in the AF
Asteraceae,Moquiniastrum floribundum,91,7,6,11,11.5,widespread,12.903226,widespread,Not in the AF
Asteraceae,Moquiniastrum hatschbachii,13,9,6,2,23.255814,widespread,22.222222,widespread,Not in the AF
Asteraceae,Moquiniastrum oligocephalum,47,21,19,40,44.375,widespread,46.261682,widespread,Not in the AF
Asteraceae,Moquiniastrum paniculatum,45,38,26,130,68.324607,widespread,69.082126,widespread,Not in the AF
Asteraceae,Moquiniastrum polymorphum,146,76,31,510,72.258592,widespread,74.066244,widespread,Not endemic
Asteraceae,Moquiniastrum pulchrum,110,9,2,8,7.627119,occasional,7.287449,occasional,Not in the AF
Asteraceae,Moquiniastrum sordidum,7,16,11,27,66.26506,widespread,68.421053,widespread,Not in the AF
Asteraceae,Moquiniastrum velutinum,1,3,0,20,89.473684,near_endemic,88.888889,widespread,Not in the AF
Asteraceae,Morithamnus ganophyllus,0,6,2,4,62.5,widespread,62.5,widespread,Not in the AF
Asteraceae,Neocabreria pennivenia,0,1,0,1,66.666667,widespread,66.666667,widespread,Endemic
Asteraceae,Paralychnophora bicolor,15,6,16,11,50.684932,widespread,51.351351,widespread,Not in the AF
Asteraceae,Paralychnophora glaziouana,9,0,4,1,29.411765,widespread,25,widespread,Not in the AF
Asteraceae,Paralychnophora harleyi,1,21,33,16,74.074074,widespread,73.863636,widespread,Not in the AF
Asteraceae,Paralychnophora reflexoauriculata,15,26,20,1,27.39726,widespread,28.205128,widespread,Not in the AF
Asteraceae,Piptocarpha angustifolia,2,4,2,55,95,near_endemic,93.333333,near_endemic,Endemic
Asteraceae,Piptocarpha axillaris,13,10,10,292,93.095238,near_endemic,94.285714,near_endemic,Endemic
Asteraceae,Piptocarpha densifolia,0,0,0,25,100,pure_endemic,100,pure_endemic,Endemic
Asteraceae,Piptocarpha leprosa,1,0,1,61,98.290598,near_endemic,98.4,near_endemic,Endemic
Asteraceae,Piptocarpha longipedunculata,0,0,0,8,100,pure_endemic,100,pure_endemic,Endemic
Asteraceae,Piptocarpha macropoda,72,3,2,167,71.662763,widespread,69.565217,widespread,Not endemic
Asteraceae,Piptocarpha notata,1,0,0,22,95,near_endemic,95.652174,near_endemic,Endemic
Asteraceae,Piptocarpha oblonga,31,1,0,125,78.44523,widespread,79.872204,widespread,Not endemic
Asteraceae,Piptocarpha organensis,0,0,0,20,100,pure_endemic,100,pure_endemic,Endemic
Asteraceae,Piptocarpha robusta,0,0,0,6,100,pure_endemic,100,pure_endemic,Endemic
Asteraceae,Piptocarpha rotundifolia,271,12,4,17,8.137045,occasional,6.418919,occasional,Not in the AF
Asteraceae,Piptocarpha sellowii,5,7,5,80,90,near_endemic,90.659341,near_endemic,Endemic
Asteraceae,Piptolepis monticola,0,0,0,8,100,pure_endemic,100,pure_endemic,Not in the AF
Asteraceae,Pseudobrickellia angustissima,25,18,5,24,43.103448,widespread,43.801653,widespread,Not in the AF
Asteraceae,Raulinoreitzia leptophlebia,9,2,0,34,65.116279,widespread,77.272727,widespread,Endemic
Asteraceae,Stifftia chrysantha,3,2,0,85,94.964029,near_endemic,95.505618,near_endemic,Endemic
