family,scientific.name,life.form,status,taxa of low taxonomic complexity (TBC),commonly cultivated/ornamental,number of records,vouchers
Anacardiaceae,Myracrodruon balansae (Engl.) Santin,tree,new to AF,NA,NA,49,"Balansa B., 2526 (BR 6953195); Balansa, B. (no. ), s.n. (GOET 100/ 751015 / 394441); Balansa, B. (no. ), s.n. (GOET 99/ 751014 / 394440); Balansa, B., 2526 (BR 6952488, K 537450, MO 2492865); Balansa, B., s.n. (G 35437/1); Balansa, B., s.n. (G 35437/2); Balansa, B., s.n. (P 1817778); Balansa, B., s.n. (P 1817779); Balansa, s.n. (GOET 1430); Bonpland, 497 (RB 39529); Bonpland, A.J.A., 497 (MO 2869562, MO 2872407); Bonpland, A.J.A.G., 497 (RB 37801); Gillis, W.T., 11000 (MO 2873845); Jorgensen, P., 2056 (MO 2872512); Montes, J.E., 14644 (MO 2874357, SP 108073, US 2556022); Pedersen, T.M., 4457 (MO 2873963); Pedersen, T.M., 8736 (MBM 147309); Rojas, T., 3460 (MO 2872977); Rumiz, D.I., 192 (INPA 114322, UEC 75798); Schinini, A., 24043 (MBM 95890, MBM 95980, MO 2492851, UEC 75800); Silva-Luz, C.L., 332 (NY 2423639, RB 756683, SPF 216472); Zardini, E.M., 35238 (MO 159404)"
Anacardiaceae,Myracrodruon urundeuva Allemao,tree,confirmed,NA,NA,415,"Bandeira, M.A.M., s.n. (EAC 14988); Blanchet J.S., 2556 (BR 6952860); Blanchet J.S., 2556 (BR 6953188); Fernandes, A., 0 (CEPEC 47899); Fernandes, A., s.n. (EAC 12813); Fernandes, A., s.n. (EAC 14669); Fernandes, A., s.n. (EAC 15082); Fernandes, A., s.n. (EAC 15138); Figueiredo, M.A., s.n. (EAC 12177); Figueiredo, M.A., s.n. (EAC 17152); Figueiredo, M.A., s.n. (EAC 17473); Figueiredo, M.A., s.n. (EAC 18064); Figueiredo, M.A., s.n. (EAC 8881); Freire-Allemao, F., 325 (R 73546); Fuente, C., s.n. (CGMS 4633); Gardner, G., 2520 (NY 50738); Glaziou, A.F.M., 12543 (G 237044); Glaziou, A.F.M., s.n. (G 189969/1); Hieronymus, G., s.n. (GOET 6681/ 757382 / 400790); Hieronymus, G., s.n. (GOET 6682/ 757383 / 400791); Lorentz, P.G. (no. ), s.n. (GOET 6680/ 757384 / 400792); Maia, G.N., s.n. (EAC 30220); Matos, s.n. (EAC 6906); Medeiros, J.B.L.P., s.n. (EAC 21657); Queiroz, M.S., s.n. (EAC 29851); Anonymous, s.n. (EAC 16950); Souza, E.B., s.n. (EAC 30108); Trigueiro, E., s.n. (EAC 30176); Venturi, S., 5043 (US 1440762); Viana, F.A., s.n. (EAC 11914)"
Anacardiaceae,Schinopsis brasiliensis Engl.,tree,new to AF,NA,NA,159,"Allem, A.C., 3772 (CEN 73004); Andrade, W.M., 108 (NY 437944, PEUFR 26845); Bang, M., 2255 (MO 2329311); Beck, S.G., 2975 (MO 2870258, US 3593724); Blanchet, J.S., 2532 (G 237065); Blanchet, J.S., s.n. (G 190070/1); Campos, M.B.S., 1 (IBGE 75051, INPA 245434); Fabiana Mamani M., 840 (MO 965474); Fernandes, A., 0 (CEPEC 47877); Figueiredo, M.A., 176 (MOSS 3849, TEPB 6326); Figueiredo, M.A., 352 (MOSS 2885, TEPB 6498); Gentry, A.H., 71077 (MO 160339); Hatschbach, G., 21962 (SPF 32721); Jardim, A., 2232 (MO 978831); Lisboa, P.L.B., 4574 (MG 135234); Macedo, G.E.L., 159 (PEUFR 48780, SPF 170990); Mendes, I.C.A., 6 (CEN 5824, SPF 30063); Pereira-Silva, G., 3094 (CEN 30026); Pereira, L.A., 322 (MO 100916318, NY 2104135); Pirani, J.R., 4251 (SP 335387, SPF 131061); Pires, J.M., 17314 (MG 072887); Rocha, R., 2742 (IPA 63803, MUFAL 3596, PEUFR 34530); Silva, L.C.R., 6 (HEPH 31592)"
Anacardiaceae,Schinus engleri F.A.Barkley,tree,new to AF,NA,NA,70,"Cervi, A.C., 6758 (NY 777963, UPCB 42414); Cordeiro, J., 126 (MBM 103179, MG 117522, MO 3470940, NY 1017210); Duarte, A.P., 279 (NY 1104795, RB 57209, US 2526590); Goncalves, L.N., 314 (RB 726037, SPSF 48259); Heiden, G., 1897 (SPF 205242); Juan P. Gallinal H., 5548 (MO 2868003); Kassner Filho, A., 2266 (FURB 58671); Pedersen, T.M., 1117 (MO 2868932); Silva-Luz, C.L., 217 (RB 627831, SPF 212403); Silva-Luz, C.L., 221 (RB 627835, SPF 212416); Silva-Luz, C.L., 225 (NY 2423618, RB 627817, SPF 212412); Silva-Luz, C.L., 259 (NY 2423619, SPF 212424); Spegazzini, C.L., 177 (MO 2190633); Xavier, S., 74 (SPF 199893, SPF 78294, SPSF 14266)"
Anacardiaceae,Schinus fasciculata (Griseb.) I.M. Johnst.,tree,confirmed,NA,NA,67,"Bang M., 981 (BR 8441416, F 47688F, US 1416318); Binacional, I., 670 (MO 2868418); Hassler, E., 2825a (BM 87214); Hieronymus, G. (no. ), s.n. (GOET 6683/ 757817 / 401225); Lorentz, P.G. (no. ), s.n. (GOET 6651/ 757439 / 400847); Lorentz, P.G. (no. ), s.n. (GOET 6659/ 757393 / 400801); Lorentz, P.G. (no. ?), s.n. (GOET 6650/ 757440 / 400848); Lorentz, P.G. (no. s.n.), s.n. (GOET 6684/ 757454 / 400862); Lorentz, P.G., 1477 (B 13176, SPF 141992); Lorentz, P.G., s.n. (UM 21104)"
Anacardiaceae,Schinus ferox Hassl.,tree,confirmed,NA,NA,60,"Baptista, L.R., s.n. (ICN 047796); Hassler, E., 11261 (BM 87217); Hassler, E., 11261 (ICN 128134); Hassler, E., 11261a (MO 2493232); Hassler, E., 11261a (NY 50892); Hassler, E., s.n. (BAF 18910); Hassler, E., s.n. (G 35643/1); Hassler, E., s.n. (G 35643/2); Hassler, E., s.n. (G 35643/3); Hassler, E., s.n. (G 35644/1); Hassler, E., s.n. (G 35644/2); Hassler, E., s.n. (G 35644/3); Hassler, E., s.n. (GH 18914); Hassler, E., s.n. (S 18918); Hassler, E., s.n. (SI 18909); Hassler, E., s.n. (SI 18910); Hassler, E., s.n. (SI 18911); Hassler, E., s.n. (SI 18912); Hassler, E., s.n. (SI 18913); Hassler, E., s.n. (SI 18914); Hassler, E., s.n. (SI 18915); Hassler, E., s.n. (SI 18916); Hassler, E., s.n. (SI 18917); Hassler, E., s.n. (SI 18918); Hassler, E., s.n. (UM 21109); Hassler, E., s.n. (UM 21110); Irgang, B., s.n. (SPF 212398); Lutkemeier, C., s.n. (ICN 120893); Porto, M.L., s.n. (ICN 042832); Witt, A., s.n. (FLOR 46839)"
Anacardiaceae,Schinus lentiscifolia Marchand,tree,confirmed,NA,NA,78,"Commerson, P., s.n. (P 2440711); Commerson, P., s.n. (P 2440712); Commerson, P., s.n. (P 2440713); Fleig, M., 166 (ICN 34321, MO 100151249); Herter, W.G., 95354 (MO 2870574); Luz, C.L.S., 220 (RB 640317); Morrone, O., 1778 (MO 2191374, NY 437971); Pereira-Silva, G., 3789 (CEN 38944); Pirani, J.R., 515 (SP 183792, SPF 31867, UEC 100374); Rambo, B., 35010 (MO 2870368, US 2101839); Rosengurtt, B., 4982 (MO 2869665, US 2120996); Silva-Luz, C.L., 220 (SPF 212406); Silva-Luz, C.L., 257 (NY 2423621, RB 640318, SPF 212426); Zardini, E.M., 26910 (INPA 168817)"
Anacardiaceae,Schinus longifolia (Lindl.) Speg.,tree,confirmed,NA,NA,154,"Hassler, E., 11069 (BM 87216); Hassler, E., 11069 (NY 50885); Hassler, E., s.n. (G 35641/1); Hassler, E., s.n. (G 35641/2); Hassler, E., s.n. (G 35641/3); Hassler, E., s.n. (UM 21105); Hatschbach, G., 14990 (MBM 1831, MBM 36741, NY 437979, RFA 8807, UPCB 7369, US 2563966); Herter, W.G.F., 1871 (F 204643F, MO 2513790, US 1934862); Hunziker, J.H., 1706 (MO 2870340); Kelch, D.G., 03237 (MO 100607660); Krapovickas, A., 25062 (CTES 552203); Luz, C.L.S., 215 (RB 640335); Luz, C.L.S., 219 (RB 640333); Montes, J.E., 14818 (NY 437963); Palmer, E.J., 33358 (MO 2867280); Pereira, F.B., 18841 (RFA 25987); Pirani, J.R., 513 (SP 183790, SPF 31865); Rambo, B., 46459 (E 629828, ICN 16673); Rambo, B., 46971 (E 629829, ICN 191967); Renvoize, S.A., 2897 (MO 2867684, US 2909003); Rojas, T., 8853 (MO 2493193); Schwarz, G.J., 12002 (MO 2870184); Silva-Luz, C.L., 215 (SPF 212405); Silva-Luz, C.L., 219 (SPF 212407); Silva-Luz, C.L., 312 (NY 2423642, RB 629151, SPF 216444); Solomon, J.C., 13619 (MO 160146); Tressens, S.G., 3737 (CTES 552209, MO 2868132); Zardini, E.M., 35185 (MO 159396); Zardini, E.M., 38818 (MO 813303)"
Anacardiaceae,Schinus molle L.,tree,confirmed,TBC,NA,1619,"Bertero, C.L.G., s.n. (G 189977/1); Bertero, C.L.G., s.n. (G 189977/2); Clifford, G., s.n. (BM 647656); Clifford, G., s.n. (BM 647657); Montes, J.E., 16111 (MO 2493310); Prado, P.P., 1 (SPF 78307, SPSF 8316)"
Anacardiaceae,Schinus polygama (Cav.) Cabrera,tree,confirmed,NA,NA,243,"Bang, M., 160 (E 854618); Bang, M., 895 (E 854617); Bang, M., 981 (E 854619); Becker, V., s.n. (MBM 20195); Cavanilles, A.J., s.n. (F 71226); Citadini-Zanette, V., s.n. (CRI 4780); Citadini-Zanette, V., s.n. (CRI 4787); Cordeiro, A.R., s.n. (ICN 002813); Irgang, B., s.n. (ICN 042784); Irgang, B., s.n. (ICN 042807); Kuntze, C.E.O., s.n. (NY 50895); Kuntze, C.E.O., s.n. (NY 50896); Kuntze, C.E.O., s.n. (NY 50897); Kuntze, C.E.O., s.n. (SPF 141990); Kuntze, O., s.n. (B 13174); Lorentz, P.G. (no. ), s.n. (GOET 6654/ 757405 / 400813); Lorentz, P.G. (no. ), s.n. (GOET 6655/ 757404 / 400812); Lorentz, P.G. (no. ), s.n. (GOET 6656/ 757396 / 400804); Lorentz, P.G. (no. ), s.n. (GOET 6657/ 757403 / 400811); Lorentz, P.G. (no. ), s.n. (GOET 6658/ 757395 / 400803); Lorentz, P.G. (no. b), s.n. (GOET 6652/ 757438 / 400846); Lutkemeier, C., s.n. (HUCS 18084); Motta, J.T., s.n. (LUSC 8340); Philippi, F., s.n. (B 13173); Santos, R., s.n. (CRI 3454); Schickendantz, F. (no. ), s.n. (GOET 6653/ 757437 / 400845); Sehnem, A., s.n. (HUCS 02617); Anonymous, s.n. (BA 6088); Anonymous, s.n. (ICN 034073); Tessmann, G., s.n. (MBM 4084)"
Anacardiaceae,Schinus ramboi F.A.Barkley,tree,confirmed,NA,NA,4,"Amarante, E., s.n. (SP 58888); Hoehne, F.C., s.n. (SP 8714); Kuhlmann, M., s.n. (SP 32398); Pirani, J.R., 2515 (NY 438031)"
Anacardiaceae,Schinus spinosa Engl.,tree,confirmed,NA,NA,20,"Caxambu, M.G., 2662 (CGMS 63821, DVPR 3284, HCF 8070, SPF 222876); Fleig, M., 903 (ICN 042821); Hagelund, K., 2545 (ICN 153339); Hagelund, K., 5937 (ICN 128132, ICN 42833); Hagelund, K., 928 (ICN 128133); Hatschbach, G., 14971 (MBM 1829, MG 107207, MO 2867950, NY 438030, SPF 32711, US 2563967, USF 185447); Hatschbach, G., 14971 (SPF 32711); Hatschbach, G., 14971 (USF 185447); Hatschbach, G., 14992 (SPF 32710, US 2564793); Hatschbach, G., 19877 (MBM 15684, MO 2867824, NY 438029, RFA 10005, UPCB 8566); Hatschbach, G., 26903 (MBM 20189, MG 114376, NY 438028, SPF 33708); Hatschbach, G., 72441 (HUEFS 64846, MBM 263235, SPF 153205, UPCB 45638); Klein, R.M., 2947 (ICN 087519); Klein, R.M., 3021 (ICN 087521); Klein, R.M., 3142 (ICN 087514); Klein, R.M., 5530 (ICN 087520); Klein, R.M., 5532 (ICN 087522); Silva-Luz, C.L., 207 (NY 2423637, RB 640325, SPF 212396); Silva-Luz, C.L., 333 (RB 629101, SPF 216471); Silva, J.M., 864 (MBM 137484, UPCB 18233)"
Anacardiaceae,Schinus terebinthifolia Raddi,tree,confirmed,TBC,cultivated,4398,"Ackermann, s.n. (BR 6952297); Ackermann, s.n. (BR 6952624); Ackermann, s.n. (BR 6952921); Blanchet, J.S., 101 (BM 884830); Blanchet, J.S., 1805 (G 237052); Blanchet, J.S., 1805 (G 237055); Botanica, E., s.n. (ALCB 02325); Cesv, A.E., s.n. (ALCB 19543); Costa, A.L., s.n. (ALCB 02326); Damazio, L.B., 1614 (G 237056); Damazio, L.B., s.n. (G 189995/1); Gardner, G., 1269 (BM 884831); Hassler, E., 5808 (BM 74038); Iii, A.B., s.n. (ALCB 023318); Luschnath, s.n. (BR 6952938); Martii Herbar. Florae Brasil., 115 (NY 50908); Martii Herbar. Florae Brasil., 115 (NY 50909); Martius, C.F.P., 115 (BM 884832); Martius, C.F.P., 115 (G 237050); Martius, C.F.P., 115 (G 237051); Martius, C.F.P., 116 (G 237053); Mattos Silva, L.A., s.n. (ALCB 20950); Riedel, 1399 (K 537389); Serie, A.ª., s.n. (ALCB 02328); Souza, P., s.n. (ALCB 20990); Souza, P., s.n. (ALCB 21257); Vauthier, A.-C., 440 (G 237054); Vinha, S.G., s.n. (ALCB 10962); Wasum, R., s.n. (ALCB 16767); Welwitsch F., 4531 (BR 8821614)"
Anacardiaceae,Schinus weinmanniifolia Mart. ex Engl.,shrub,confirmed,NA,NA,150,"Binacional, I., 857 (MO 100912918); Buttura, A., 1063 (MBM 306739); Casas, F.J.F., 5879 (MO 2869289); Hassler, E., 5575 (BM 74037); Hassler, E., s.n. (G 35805/1); Hassler, E., s.n. (G 35805/2); Ritter, C., 35787 (MO 100912915); Anonymous, s.n. (BA 28/1880); Vilaca, A., 182 (NY 1030785); Zardini, E.M., 32406 (MO 159281)"
Anacardiaceae,Spondias admirabilis J.D. Mitch. & Daly,tree,confirmed,NA,NA,16,"Andreata, R.H.P., 915 (NY 1093241, NY 2480685); Angeli, C., 703 (NY 447490); Bovini, M.G., 1878 (NY 2480682, RB 531055, US 3715602); Farag, P., 279 (NY 1920606); Farney, C., 3957 (NY 885915); Farney, C., 4046 (RB 392752); Farney, C., 4172 (NY 2480679, NY 885914); Farney, C., s.n. (NY 885916); Galvao, B.F.R., s.n. (R 73729); Glaziou, A.F.M., 17584 (R 8459); Martinelli, G., 5552 (NY 1093271); Pereira, E., 4388 (NY 1844376, RB 39976); Pieri, A., 4 (R 73733); Rohan, R., 95 (R 73731, R 73770); Stefano, M.V., 257 (NY 1802185, NY 880265)"
Anacardiaceae,Spondias expeditionaria J.D. Mitch. & Daly,tree,confirmed,NA,NA,2,"Folli, D.A., 1534 (CVRD 3647, MO 100987262, NY 2059432, RB 743039, SPF 204184); Souza, V.D., 390 (CVRD 4072, NY 2431749, NY 2431750, RB 743034)"
Anacardiaceae,Spondias macrocarpa Engl.,tree,confirmed,NA,NA,18,"Amorim, A.M., 2279 (CEPEC 81349); Ataide, M., 542 (IPA 42523); Demuner, V., 1583 (MBML 19714, SPF 194944); Folli, D.A., 1614 (CVRD 3843, NY 2531263, RFA 28103); Froes, R.L., 20079 (NY 447453); Glaziou, A.F.M., 13678 (R 8461); Inacio, 17 (PEUFR 7584); J, J-1161 (MO 2872633); Jardim, J.G., 1696 (CEPEC 80812); Jardim, J.G., 2440 (CEPEC 84710); Jardim, J.G., 3778 (CEPEC 90680); Kuhlmann, J.G., 6585 (CEN 6168); Melo, P.H.A., 2154 (HUEFS 243196); Souza, V.D., 267 (CVRD 3597, NY 2431753, NY 2531266, SPF 204185); Spada, J., 13 (CVRD 102); Spada, J., s.n. (NY 447455); Stefano, M.V., 200 (CVRD 13682, NY 2431754, NY 2531268); Thomas, W.W., 6823 (CEPEC 54368, NY 447454, NY 447659)"
Anacardiaceae,Spondias mombin L.,tree,confirmed,NA,cultivated,718,"Catharino, E.L.M., 1280 (SP 237439); Cordeiro, I., 1169 (SP 263744, SPF 82256, UFMT 1075); Menezes, L.F.T., 1663 (SAMES 120, VIES 27139); Perrottet, G.S., s.n. (UM 20600); Souza, 124 (SPF 143447); Spruce, R., 1689 (E 704810)"
Anacardiaceae,Spondias tuberosa Arruda,tree,new to AF,NA,NA,137,"Agra, M.F., 1818 (NY 1081356); Andrade, W.M., 115 (NY 1081357, PEUFR 26841); Araujo, A.P., 92 (HRB 492); Bernacci, L.C., 174 (SPF 70509, UEC 61997); Blanchet, J.S., 3078 (NY 1081365); Cesar, O., 140 (HRCB 4067); Coradin, L., 5945 (CEN 9033, UEC 62262); Dantas, A., 170 (IPA 51144); Eiten, G., 10523 (NY 1030803, SP 129730, UB 147850, US 2823359); Eiten, G., 10810 (ASE 28482, NY 1030804, SP 129931, UB 147845, US 2701812); Figueiredo, M.A., 133 (MOSS 2887, TEPB 6502); Folli, D.A., 1757 (CVRD 4123, NY 1081355, SPF 204182); Harley, R.M., 27127 (CEPEC 47494, E 46700, MO 100987496, NY 1081359, SPF 76034); Lombardi, J.A., 2080 (NY 1030806); Mendes, M.R.A., 198 (SPF 140818, TEPB 19303); Pires, M.G.M., s.n. (PEUFR 9640); Silva-Luz, C.L., 304 (NY 2423616, RB 629149, SPF 216451); Souto, J.E., 43 (RB 686759)"
Anacardiaceae,Spondias venulosa (Engl.) Engl.,tree,confirmed,NA,NA,69,"Ackermann, s.n. (BR 13052829); Boudet-Fernandes, H.Q., 3133 (SPF 198960); Cardoso, D., 716 (HUEFS 97882, NY 886316, NY 886317); Couto, D.R., 982 (MBML 38113, SPF 200872); Farney, C., 4166 (NY 885913, RB 452035); Glaziou A., 827 (BR 6952631); Glaziou A., 827 (BR 6952648); Glaziou, A.F.M., 827 (US 1114799); Hage, J.L., 1643 (CEPEC 28420); Luz, A.A., 248 (CVRD 8953, SPF 204179); Martius, C.F.P., 274 (MO 100987503); Pereira-Silva, G., 3638 (CEN 30312, NY 1280135, SPF 134834, UEC 162037); Anonymous, 827 (K 894998)"
Anacardiaceae,Tapirira guianensis Aubl.,tree,confirmed,NA,NA,2329,"Amaral Junior, A., s.n. (BOTU 18449); Amaral Junior, A., s.n. (BOTU 20871); Arruda, O.S., s.n. (BOTU 5278); Bang, M., 1543 (E 933069); Bang, M., 1543 (E 933070); Bang, M., 1543 (F 77396F, MO 1393363, MO 1876549, NY 50971, NY 50972, US 1381127, US 19712); Bang, M., s.n. (G 190248/1); Bang, M., s.n. (G 190248/2); Bonpland, A.J.A., s.n. (P 660036); Claussen, s.n. (BR 6954567); Claussen, s.n. (BR 6955229); Fanshawe, D.B., 2732 (US 2167493); Fanshawe, D.B., 4228 (K 537483); Martii Herbar. Florae Brasil., 1274 (NY 50990); Martii Herbar. Florae Brasil., 1274 (NY 50991); Martii Herbar. Florae Brasil., 1275 (NY 50992); Name, I.C., F2732 (NY 50970); Name, I.C., s.n. (NY 50993); Anonymous, F2732 (K 537481); Schomburgk, R.H., 789 (NY 951657); Anonymous, s.n. (BOTU 19661); Spruce, R., s.n. (UM 21214); Spruce, R., s.n. (UM 21215); Triana, J.J., 3693 (B 13162, E 346912); Triana, J.J., 3693 (BM 992001); Triana, J.J., s.n. (UM 20581); Warming, J.E.B., 2429/3 (MO 100921129); Warming, J.E.B., 2429/5 (MO 100921127); Warming, J.E.B., 2429/6 (MO 100921128); Warming, J.E.B., s.n. (MO 100921103)"
Anacardiaceae,Tapirira obtusa (Benth.) J.D.Mitch.,tree,confirmed,NA,NA,409,"Hatschbach, G., 61185 (SPF 196220); Kollmann, L., 6264 (MBML 21844, SPF 194953); Peckolt T., 348 (BR 6952976); Peckolt T., 348 (BR 6954895); Regnell A., II381/8 (BR 6954574); Schomburgk, R.H., 892 (NY 7256); Silva, A.F., 1580 (UEC 53474, VIC 11201); Warming, J.E.B., s.n. (B 13161); Warming, J.E.B., s.n. (SPF 141993)"
Anacardiaceae,Thyrsodium spruceanum Benth.,tree,confirmed,NA,NA,326,"Ducke, A., 7969 (G 237126); Ducke, A., s.n. (B 13154); Ducke, A., s.n. (G 190235/1); Ducke, A., s.n. (MG 007969); Ducke, A., s.n. (MG 7969); Ducke, A., s.n. (SPF 141994); Freire Allemao, F., s.n. (R 71712); Freire Allemao, F., s.n. (R 71722); Freire Allemao, F., s.n. (R 71734); Lockie, J.R., 2019 (K 572526); Martins, P., 0 (HUESB 6387); Name, I.C., 2019 (NY 50974); Rodrigues, R.S., s.n. (MG 009655); Rodrigues, R.S., s.n. (MG 9655); Salzmann, P., s.n. (E 718572); Salzmann, P., s.n. (UM 20466); Schomburgk, R.H., 1248 (B 13155); Spruce R., [793] (BR 6953003); Spruce, R., s.n. (B 13156); Spruce, R., s.n. (E 718571); Spruce, R., s.n. (F 49808); Spruce, R., s.n. (G 190226/1); Spruce, R., s.n. (G 190234/1); Spruce, R., s.n. (G 237124); Spruce, R., s.n. (NY 50979); Spruce, R., s.n. (P 2440725); Spruce, R., s.n. (P 2440726); Spruce, R., s.n. (P 2440727); Spruce, R., s.n. (SPF 141995); Vasconcelos, J.M., s.n. (SPSF 857)"
Annonaceae,Anaxagorea dolichocarpa Sprague & Sandwith,tree,confirmed,NA,NA,578,"Cunha, N.M.L., 174 (FUEL 23101); Folli, D.A., 4059 (CVRD 7068); Marquete, R., 1386 (SPF 108686); Mello-Silva, R., 96 (IPA 53213, K 1238474, MBM 155146, NY 835978, RB 311476, SPF 67632); Peixoto, A.L., 4261 (RBR 2698, RBR 2699); Ribeiro, M., 628 (SAMES 154, VIES 24909); Sandwith, N.Y., 6 (RB 150327); Silva, A.F., 104 (UEC 21604, VIC 7225); Ule, E., s.n. (MG 4986); Ule, E.H.G., 5006 (G 237175, MG 004986); Ule, E.H.G., s.n. (G 190306/1)"
Annonaceae,Anaxagorea silvatica R.E.Fr.,tree,confirmed,NA,NA,26,"Britto, R.C., 35 (MBML 26661); Khulmann, J.G., 317 (RB 40552); Khulmann, J.G., s.n. (RB 136527); Kollmann, L., 1768 (MBML 8262, SPF 213089); Kollmann, L., 2638 (MBML 10177); Kollmann, L., 2644 (MBML 9942); Kollmann, L., 278 (MBML 8254, SPF 135591); Kollmann, L., 4779 (MBML 15322); Kollmann, L., 6942 (MBML 22734); Kuhlmann, J.G., 317 (RB 34105); Kuhlmann, J.G., s.n. (SPF 149019); Kuhlmann, J.G., s.n. (VIC 2131); Leoni, L.S., 2405 (BHCB 3939, RB 742072, SPF 83631); Maas, P.J., 8830 (MBML 9584); Maas, P.J., 8836 (K 1238529, MBML 9582, MO 3457695, NY 823034); MexA­a, Y., 4696 (GB 47033); Mexia, Y., 2033 (B 100242376); Mexia, Y., 4696 (CAS 445, F 47717F, K 1238530, MO 1801117, NY 25802, US 2250437, VIC 780); Mexia, Y., 5053 (K 486358, MO 1801114, NY 836207, S 6811); Mexia, Y., 5053A (VIC 864); Mexia, Y., 5053B (VIC 871); Mexia, Y., s.n. (TEX 00370819); Rossini, J., 345 (MBML 21246, SPF 213086); Vervloet, R.R., 225 (MBML 16854, SPF 212242); Vervloet, R.R., 2296 (MBML 20525, SPF 213085); Vervloet, R.R., 2850 (MBML 30615)"
Annonaceae,Annona acutiflora Mart.,tree,confirmed,NA,NA,76,"Aona, L.Y.S., 2394 (HURB 5677, RB 786809); Broggio, I.S., 2 (SAMES 197, VIES 23114); Paes, G.C.L., 143 (RB 600784, RFFP 15961); Silva, R.M., 1559 (MBML 9133)"
Annonaceae,Annona bahiensis (Maas & Westra) H.Rainer,tree,confirmed,NA,NA,37,"Brendar, G., 155 (RB 42142); Ferreira, M.C., 1077 (HRB 35211); Hage, J.L., 213 (CEPEC 15148, NY 395730, RB 42253); Harley, R.M., 18451 (CEPEC 20302, E 283262, HUEFS 40059, K 1238547, MO 3393124, NY 395772); Jost, T., 415 (HRB 35237); Lima, M.P.M., 346 (HRB 32474); Matos, E.N, 752 (HUEFS 168656); Miranda, A.M., 6774 (HST 20915, RB 608970, SPF 228300); Mori, S.A., 9888 (CEPEC 13662, K 486429, MO 1802888, NY 26255, RB 285361, US 3280982); Queiroz, E.P., 1051 (HRB 51771); Queiroz, L.P, 1056 (HUEFS 6756); Rylands, A., 301980 (NY 395770); Thomas, W., 8971 (ALCB 27046, CEPEC 55128, HRB 31358, HUEFS 13178, MBM 153102, MO 3394547, NY 395766, US 3316064); Thomas, W.W., 6970 (NY 395762)"
Annonaceae,Annona cacans Warm.,tree,confirmed,NA,NA,155,"Bausen, E., 0 (MBML 4449); Catharino, E.L.M., 1886 (SP 263760, UFMT 1093); Christo, A.G., 505 (RB 525972); Daneu, L., 396 (CEPEC 128081, RB 777995, SPF 215597); Hassler, E., 10729 (MO 2493523, RB 534072, S 10914, US 2055457); Hassler, E., s.n. (G 30094/1); Hassler, E., s.n. (G 30094/2); Hassler, E., s.n. (G 30094/5); Kollmann, L., 2074 (MBML 9949, SPF 212277); Lima, H.C., 4031 (CEPEC 61427); Lobao, A., 1499 (NIT 525); Lobao, A., 1704 (NIT 224); Queiroz, L.P., 3005 (CEN 48054, CEPEC 57953, HUEFS 12799); Reitz, P.R., 5815 (MBM 178765, MBM 38339, PACA 58087); Rojas, T., s.n. (P 734926); Rojas, T., s.n. (UM 14887); Rojas, T., s.n. (UM 14888); Simao, M.V.R.C., 296 (RB 808237, VIC 40504); Siqueira, C.A.T., 1 (UEC 57274, UEC 95547); Soares, L.H., 169 (FUEL 8788, MBM 133027, RB 40623); Warming, E., s.n. (P 734934); Zachia, R.A., 1193 (ICN 98204, MBM 165824)"
Annonaceae,Annona calophylla R. E. Fr.,shrub,not in the BF.2020,NA,NA,16,"Hassler, E., 4839 (K 221041); Hassler, E., 8174 (MO 2493535); Hassler, E., s.n. (BM 22772); Hassler, E., s.n. (G 105589/1); Hassler, E., s.n. (G 105589/2); Hassler, E., s.n. (G 105589/3); Hassler, E., s.n. (G 105589/4); Hassler, E., s.n. (G 105589/5); Hassler, E., s.n. (G 22771); Hassler, E., s.n. (P 634478); Hassler, E., s.n. (P 734935); Hassler, E., s.n. (SI 22771); Hassler, E., s.n. (SI 22772); Zardini, E.M., 44060 (MO 1072393); Zardini, E.M., 45647 (MO 1164333); Zardini, E.M., 60307 (MO 1936278)"
Annonaceae,Annona campestris R. E. Fr.,tree?,not in the BF.2020,NA,NA,18,"Hassler, E., 9495 (MO 2493578); Hassler, E., s.n. (B 22773); Hassler, E., s.n. (BM 22774); Hassler, E., s.n. (F 22775); Hassler, E., s.n. (G 22776); Hassler, E., s.n. (G 30101/1); Hassler, E., s.n. (G 30101/2); Hassler, E., s.n. (G 30101/3); Hassler, E., s.n. (G 30101/4); Hassler, E., s.n. (S 22777); Hassler, E., s.n. (SI 22773); Hassler, E., s.n. (SI 22774); Hassler, E., s.n. (SI 22775); Hassler, E., s.n. (SI 22776); Hassler, E., s.n. (SI 22777); Hassler, E., s.n. (SI 22778); Hassler, E., s.n. (UC 22778); Zardini, E.M., 45529 (MO 1163207)"
