"taxon_id","kingdom","phylum","classname","ordername","family","genus","species","taxonomicAuthority","Redlist_id","TaxonomicReference","TaxonomicNotes.value"
"sp1057","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Cordia","Cordia acutifolia","Fresen.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Cordia_acutifolia. According to Tropicos (www.tropicos.org), this species was published in: Fl. Bras. 8(1): 11 (1857).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp1058","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Cordia","Cordia alliodora","(Ruiz & Pav.) Cham.","56496514","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Cordia_alliodora. According to Tropicos (www.tropicos.org), this species was published in: Allg. Naturgesch. 3(2): 1098 (1841).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp1059","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Cordia","Cordia americana","(L.) Gottschling & J.S.Mill.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Cordia_americana. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 31(2): 364 (2006).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp1060","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Cordia","Cordia anabaptista","Cham.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Cordia_anabaptista. According to Tropicos (www.tropicos.org), this species was published in: Linnaea 8: 512 (1833).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp1061","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Cordia","Cordia bicolor","A.DC.","146704393","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Cordia_bicolor. According to Tropicos (www.tropicos.org), this species was published in: Prodr. 9: 485 (1845).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp1062","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Cordia","Cordia blanchetii","A.DC.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Cordia_blanchetii. According to Tropicos (www.tropicos.org), this species was published in: Prodr. 9: 477 (1845).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp1063","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Cordia","Cordia candida","Vell.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Cordia_candida. According to Tropicos (www.tropicos.org), this species was published in: Fl. Flumin. 98, 2: t. 155","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp1064","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Cordia","Cordia ecalyculata","Vell.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Cordia_ecalyculata. According to Tropicos (www.tropicos.org), this species was published in: Fl. Flumin. 96 (1825 [1829]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp1065","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Cordia","Cordia exaltata","Lam.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Cordia_exaltata. According to Tropicos (www.tropicos.org), this species was published in: Tabl. Encycl. 1: 422 (1791).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp1066","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Cordia","Cordia fusca","M.Stapf",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Cordia_fusca. According to Tropicos (www.tropicos.org), this species was published in: Brittonia 65(2): 191–193, fig. 1 (2013).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
