"family","species","endemism.level.1","endemism.level.2","endemic","endemic.BR"
"Asteraceae","Symphyopappus lymansmithii",97.222222,96.296296,"endemic","endemic"
"Symplocaceae","Symplocos angulata",NA,NA,"endemic","endemic"
"Symplocaceae","Symplocos arbutifolia",89.552239,92.063492,"endemic","endemic"
"Symplocaceae","Symplocos atlantica",100,100,"endemic","endemic"
"Symplocaceae","Symplocos bidana",100,100,"endemic","endemic"
"Symplocaceae","Symplocos celastrinea",89.57346,89.144737,"endemic","not_endemic"
"Symplocaceae","Symplocos corymboclados",100,100,"endemic","endemic"
"Symplocaceae","Symplocos estrellensis",98.58156,98.518519,"endemic","endemic"
"Symplocaceae","Symplocos falcata",97.701149,98.717949,"endemic","endemic"
"Symplocaceae","Symplocos glaberrima",36.842105,28.571429,"widespread_sparse","endemic"
"Symplocaceae","Symplocos glandulosomarginata",100,100,"endemic","endemic"
"Symplocaceae","Symplocos glaziovii",100,100,"endemic","endemic"
"Symplocaceae","Symplocos incrassata",100,100,"endemic","endemic"
"Symplocaceae","Symplocos inopinata",NA,NA,"not_endemic","endemic"
"Symplocaceae","Symplocos insignis",100,100,"endemic","endemic"
"Symplocaceae","Symplocos itatiaiae",100,100,"endemic","endemic"
"Symplocaceae","Symplocos kleinii",100,100,"endemic","endemic"
"Symplocaceae","Symplocos laxiflora",100,100,"endemic","endemic"
"Symplocaceae","Symplocos microstyla",100,100,"endemic","endemic"
"Symplocaceae","Symplocos neglecta",100,100,"endemic","endemic"
"Symplocaceae","Symplocos nitens",12.111801,9.411765,"occasional","not_endemic"
"Symplocaceae","Symplocos nitidiflora",100,100,"endemic","endemic"
"Symplocaceae","Symplocos oblongifolia",25.984252,17.915309,"widespread_sparse","not_endemic"
"Symplocaceae","Symplocos occulta",100,100,"endemic","endemic"
"Symplocaceae","Symplocos organensis",100,100,"endemic","endemic"
"Symplocaceae","Symplocos pentandra",97.6,97.297297,"endemic","endemic"
"Symplocaceae","Symplocos platyphylla",57.142857,64.516129,"widespread_common","endemic"
"Symplocaceae","Symplocos pubescens",52.529183,52.45098,"widespread_common","not_endemic"
"Symplocaceae","Symplocos pustulosa",100,100,"endemic","endemic"
"Symplocaceae","Symplocos pycnobotrya",100,100,"endemic","endemic"
"Symplocaceae","Symplocos revoluta",30,34.375,"widespread_sparse","endemic"
"Symplocaceae","Symplocos rhamnifolia",50,55.555556,"widespread_common","endemic"
"Symplocaceae","Symplocos rizzinii",100,100,"endemic","endemic"
"Symplocaceae","Symplocos tenuifolia",90.878378,84.90566,"widespread_common","not_endemic"
"Symplocaceae","Symplocos tetrandra",88.111888,84.102564,"widespread_common","not_endemic"
"Symplocaceae","Symplocos trachycarpos",96.969697,100,"endemic","endemic"
"Symplocaceae","Symplocos uniflora",88.139059,85.561497,"endemic","not_endemic"
"Bignoniaceae","Tabebuia aurea",6.861314,7,"occasional","not_endemic"
"Bignoniaceae","Tabebuia cassinoides",98.924731,100,"endemic","endemic"
"Bignoniaceae","Tabebuia elliptica",98.755187,98.5,"endemic","endemic"
"Bignoniaceae","Tabebuia insignis",7.6,4.188482,"occasional","not_endemic"
"Bignoniaceae","Tabebuia obtusifolia",100,100,"endemic","endemic"
"Bignoniaceae","Tabebuia reticulata",94.117647,66.666667,"endemic","endemic"
"Bignoniaceae","Tabebuia roseoalba",48.210024,45.970149,"widespread_sparse","not_endemic"
"Bignoniaceae","Tabebuia stenocalyx",94.117647,91.891892,"endemic","not_endemic"
"Apocynaceae","Tabernaemontana catharinensis",62.863795,58.509861,"widespread_common","not_endemic"
"Apocynaceae","Tabernaemontana coriacea",0.826446,0.934579,"occasional","not_endemic"
"Apocynaceae","Tabernaemontana flavicans",45.519713,45.418327,"widespread_sparse","not_endemic"
"Apocynaceae","Tabernaemontana hystrix",85.664336,90.212766,"endemic","endemic"
"Apocynaceae","Tabernaemontana laeta",91.375291,91.369048,"endemic","endemic"
"Apocynaceae","Tabernaemontana linkii",4.225352,2.898551,"occasional","not_endemic"
"Apocynaceae","Tabernaemontana salzmannii",99.242424,100,"endemic","endemic"
"Apocynaceae","Tabernaemontana solanifolia",39.837398,42.857143,"widespread_sparse","endemic"
"Fabaceae","Tachigali aurea",2.386117,2.121212,"occasional","not_endemic"
"Fabaceae","Tachigali beaurepairei",91.666667,91.666667,"endemic","endemic"
"Fabaceae","Tachigali densiflora",99.50495,99.481865,"endemic","endemic"
"Fabaceae","Tachigali denudata",98.395722,98.529412,"endemic","endemic"
"Fabaceae","Tachigali duckei",100,100,"endemic","endemic"
"Fabaceae","Tachigali friburgensis",100,100,"endemic","endemic"
"Fabaceae","Tachigali paratyensis",99.21875,99.152542,"endemic","endemic"
"Fabaceae","Tachigali pilgeriana",100,100,"endemic","endemic"
"Fabaceae","Tachigali rubiginosa",1.37931,0.851064,"occasional","endemic"
"Fabaceae","Tachigali rugosa",83.425414,86.309524,"endemic","endemic"
"Fabaceae","Tachigali spathulipetala",100,100,"endemic","endemic"
"Fabaceae","Tachigali subvelutina",8.353222,9.803922,"occasional","not_endemic"
"Fabaceae","Tachigali urbaniana",100,100,"endemic","endemic"
"Fabaceae","Tachigali vulgaris",2.820874,3.428571,"occasional","endemic"
"Cactaceae","Tacinga palmadora",3.056769,3.333333,"occasional","endemic"
"Malvaceae","Talipariti pernambucense",65.837838,46.534653,"widespread_sparse","not_endemic"
"Sapindaceae","Talisia angustifolia",26.829268,26.470588,"widespread_sparse","not_endemic"
"Sapindaceae","Talisia cerasina",13.559322,15.841584,"widespread_sparse","not_endemic"
"Sapindaceae","Talisia coriacea",83.333333,80,"widespread_common","not_endemic"
"Sapindaceae","Talisia cupularis",6.521739,7.692308,"occasional","not_endemic"
"Sapindaceae","Talisia esculenta",21.538462,21.645022,"widespread_sparse","not_endemic"
"Sapindaceae","Talisia macrophylla",6.756757,6.086957,"occasional","endemic"
"Sapindaceae","Talisia retusa",7.471264,5.847953,"occasional","not_endemic"
"Anacardiaceae","Tapirira guianensis",24.605263,21.742845,"widespread_sparse","not_endemic"
"Anacardiaceae","Tapirira obtusa",41.743119,44.280443,"widespread_sparse","not_endemic"
"Dichapetalaceae","Tapura follii",100,100,"endemic","endemic"
"Dichapetalaceae","Tapura martiniae",100,100,"endemic","endemic"
"Dichapetalaceae","Tapura wurdackiana",100,100,"endemic","endemic"
"Dichapetalaceae","Tapura zei-limae",100,100,"endemic","endemic"
"Fabaceae","Tephrosia sinapou",9.589041,9.090909,"occasional","not_endemic"
"Combretaceae","Terminalia actinophylla",17.592593,22.352941,"widespread_sparse","endemic"
"Combretaceae","Terminalia acuminata",100,100,"endemic","endemic"
"Combretaceae","Terminalia argentea",9.302326,5.801105,"occasional","not_endemic"
"Combretaceae","Terminalia australis",62.048193,63.461538,"widespread_common","not_endemic"
"Combretaceae","Terminalia dichotoma",16.551724,5.714286,"widespread_sparse","not_endemic"
"Combretaceae","Terminalia fagifolia",8.045977,7.834101,"occasional","not_endemic"
"Combretaceae","Terminalia glabrescens",32.02934,31.399317,"widespread_sparse","not_endemic"
"Combretaceae","Terminalia grandis",5.617978,2.5,"occasional",NA
"Combretaceae","Terminalia hoehneana",100,100,"endemic","endemic"
"Combretaceae","Terminalia januariensis",97.368421,96.774194,"endemic","endemic"
"Combretaceae","Terminalia kleinii",100,100,"endemic","endemic"
"Combretaceae","Terminalia lucida",7.894737,8.108108,"occasional","not_endemic"
"Combretaceae","Terminalia mameluco",100,100,"endemic","endemic"
"Combretaceae","Terminalia oblonga",0.436681,0.617284,"occasional","not_endemic"
"Combretaceae","Terminalia oxycarpa",1.324503,1.550388,"occasional","endemic"
"Combretaceae","Terminalia parvifolia",17.391304,26.666667,"widespread_sparse","endemic"
"Combretaceae","Terminalia phaeocarpa",5,5.714286,"occasional","endemic"
"Combretaceae","Terminalia tetraphylla",26.5,19.354839,"widespread_sparse","endemic"
"Combretaceae","Terminalia triflora",30.645161,27.46114,"widespread_sparse","not_endemic"
"Pentaphylacaceae","Ternstroemia alnifolia",NA,NA,"not_endemic","endemic"
"Pentaphylacaceae","Ternstroemia brasiliensis",NA,NA,"not_endemic","endemic"
"Pentaphylacaceae","Ternstroemia cuneifolia",87.5,100,"endemic","endemic"
"Asteraceae","Tessaria integrifolia",0.873362,1.212121,"occasional","not_endemic"
"Dilleniaceae","Tetracera willdenowiana",3.278689,2.631579,"occasional","not_endemic"
"Olacaceae","Tetrastylidium grandifolium",98.958333,96.551724,"endemic","endemic"
"Euphorbiaceae","Tetrorchidium parvulum",100,100,"endemic","endemic"
"Euphorbiaceae","Tetrorchidium rubrivenium",58.9398025,72.3880595,"widespread_common","not_endemic"
"Araceae","Thaumatophyllum brasiliense",51.162791,51.428571,"widespread_common","endemic"
"Malvaceae","Theobroma bicolor",15.909091,13.157895,"widespread_sparse","not_endemic"
"Malvaceae","Theobroma grandiflorum",11.363636,10,"occasional",NA
"Malvaceae","Theobroma obovatum",2.439024,3.448276,"occasional","not_endemic"
"Malvaceae","Theobroma subincanum",2.04918,2.424242,"occasional","not_endemic"
"Apocynaceae","Thevetia peruviana",15.479115,9.811321,"widespread_sparse","not_endemic"
"Acanthaceae","Thyrsacanthus ramosissimus",52.666667,54.347826,"widespread_common","endemic"
"Anacardiaceae","Thyrsodium spruceanum",41.740675,29.393939,"widespread_sparse","not_endemic"
"Melastomataceae","Tibouchina aspera",0.826446,1.020408,"occasional","not_endemic"
"Melastomataceae","Tococa coronata",0.431034,0.44843,"occasional","not_endemic"
"Melastomataceae","Tococa guianensis",0.341686,0.248447,"occasional","not_endemic"
"Rubiaceae","Tocoyena brasiliensis",29.285714,28.695652,"widespread_sparse","endemic"
"Rubiaceae","Tocoyena formosa",54.0965885,55.1493795,"widespread_common","not_endemic"
"Rubiaceae","Tocoyena guianensis",4.166667,4.166667,"occasional","not_endemic"
"Rubiaceae","Tocoyena longiflora",53.333333,53.333333,"widespread_common","not_endemic"
"Rubiaceae","Tocoyena sellowiana",56.595745,56.603774,"widespread_common","endemic"
"Celastraceae","Tontelea attenuata",2.020202,1.086957,"occasional","not_endemic"
"Celastraceae","Tontelea laxiflora",7.33945,6.542056,"occasional","not_endemic"
"Celastraceae","Tontelea leptophylla",100,100,"endemic","endemic"
"Celastraceae","Tontelea micrantha",5.91133,5.585106,"occasional","not_endemic"
"Celastraceae","Tontelea passiflora",20.731707,20.731707,"widespread_sparse","not_endemic"
"Celastraceae","Tontelea tenuicula",97.297297,96.969697,"endemic","endemic"
"Sapindaceae","Toulicia patentinervis",40,42.857143,"widespread_sparse","not_endemic"
"Sapindaceae","Toulicia stans",77.777778,87.5,"endemic","endemic"
"Sapindaceae","Toulicia subsquamulata",57.142857,57.142857,"widespread_common","endemic"
"Sapindaceae","Toulicia tomentosa",11.538462,10.869565,"occasional","not_endemic"
"Clusiaceae","Tovomita choisyana",57.894737,57.352941,"widespread_common","not_endemic"
"Clusiaceae","Tovomita fructipendula",76.899696,78.481013,"widespread_common","not_endemic"
"Clusiaceae","Tovomita glazioviana",91.304348,91.304348,"endemic","endemic"
"Clusiaceae","Tovomita guianensis",58.955224,60.15625,"widespread_common","not_endemic"
"Clusiaceae","Tovomita iaspidis",100,100,"endemic","endemic"
"Clusiaceae","Tovomita leucantha",83.333333,100,"endemic","endemic"
"Clusiaceae","Tovomita mangle",78.205128,77.433628,"widespread_common","endemic"
"Clusiaceae","Tovomita megantha",100,100,"endemic","endemic"
"Clusiaceae","Tovomita riedeliana",100,100,"endemic","endemic"
"Clusiaceae","Tovomita salimenae",100,100,"endemic","endemic"
"Clusiaceae","Tovomita umbellata",22.929936,26.470588,"widespread_sparse","not_endemic"
"Clusiaceae","Tovomitopsis paniculata",95.454545,98.461538,"endemic","endemic"
"Clusiaceae","Tovomitopsis saldanhae",100,100,"endemic","endemic"
"Burseraceae","Trattinnickia ferruginea",88.888889,88.888889,"endemic","endemic"
"Burseraceae","Trattinnickia mensalis",100,100,"endemic","endemic"
"Burseraceae","Trattinnickia rhoifolia",1.25,1.587302,"occasional","not_endemic"
"Cannabaceae","Trema micrantha",34.414339,58.539326,"widespread_sparse","not_endemic"
"Melastomataceae","Trembleya laniflora",48.128342,46.95122,"widespread_sparse","endemic"
"Melastomataceae","Trembleya parviflora",54.619289,52.173913,"widespread_common","endemic"
"Melastomataceae","Trembleya pentagona",38.181818,38.181818,"widespread_sparse","endemic"
"Celastraceae","Tricerma vitis-idaeum",2.222222,3.333333,"occasional",NA
"Meliaceae","Trichilia appendiculata",16.666667,25,"widespread_sparse","not_endemic"
"Meliaceae","Trichilia blanchetii",100,100,"endemic","endemic"
"Meliaceae","Trichilia casaretti",91.150442,94.949495,"endemic","endemic"
"Meliaceae","Trichilia catigua",70.620945,54.273504,"widespread_common","not_endemic"
"Meliaceae","Trichilia clausseni",56.835938,36.893204,"widespread_sparse","not_endemic"
"Meliaceae","Trichilia elegans",65.56829,50.364964,"widespread_common","not_endemic"
"Meliaceae","Trichilia emarginata",80.508475,87.142857,"widespread_common","endemic"
"Meliaceae","Trichilia florbranca",100,100,"endemic","endemic"
"Meliaceae","Trichilia hirta",20.950061,21.555556,"widespread_sparse","not_endemic"
"Meliaceae","Trichilia lepidota",95.924765,93.491124,"endemic","not_endemic"
"Meliaceae","Trichilia magnifoliola",100,100,"endemic","endemic"
"Meliaceae","Trichilia martiana",3.944316,2.42915,"occasional","not_endemic"
"Meliaceae","Trichilia pallens",95.615866,92.957746,"endemic","endemic"
"Meliaceae","Trichilia pallida",30.47619,17.445688,"widespread_sparse","not_endemic"
"Meliaceae","Trichilia pleeana",8.173913,7.657658,"occasional","not_endemic"
"Meliaceae","Trichilia pseudostipularis",99.447514,100,"endemic","endemic"
"Meliaceae","Trichilia quadrijuga",5.882353,5.660377,"occasional","not_endemic"
"Meliaceae","Trichilia ramalhoi",91.304348,96.153846,"endemic","endemic"
"Meliaceae","Trichilia silvatica",95.8563535,98.5436895,"endemic","endemic"
"Meliaceae","Trichilia surumuensis",5,5,"occasional","not_endemic"
"Meliaceae","Trichilia tetrapetala",91.304348,90.47619,"endemic","endemic"
"Trigoniaceae","Trigonia fasciculata",31.428571,25.806452,"widespread_sparse","endemic"
"Trigoniaceae","Trigonia microcarpa",4.571429,5.128205,"occasional","not_endemic"
"Trigoniaceae","Trigonia paniculata",94.915254,96.153846,"endemic","endemic"
"Trigoniaceae","Trigoniodendron spiritusanctense",100,100,"endemic","endemic"
"Annonaceae","Trigynaea axilliflora",100,100,"endemic","endemic"
"Annonaceae","Trigynaea oblongifolia",90.909091,90.909091,"endemic","endemic"
"Polygonaceae","Triplaris americana",26.75737,23.100304,"widespread_sparse","not_endemic"
"Polygonaceae","Triplaris gardneriana",9.233792,9.653465,"occasional","not_endemic"
"Sapindaceae","Tripterodendron filicifolium",100,100,"endemic","endemic"
"Fabaceae","Trischidium limae",100,100,"endemic","endemic"
"Fabaceae","Trischidium molle",3.393665,3.846154,"occasional","endemic"
"Arecaceae","Trithrinax acanthocoma",NA,NA,"not_endemic","not_endemic"
"Arecaceae","Trithrinax brasiliensis",87.5,80,"widespread_common","endemic"
"Malvaceae","Triumfetta grandiflora",11.290323,13.207547,"widespread_common","not_endemic"
"Malvaceae","Triumfetta obscura",81.25,88.888889,"endemic","not_endemic"
"Asteraceae","Trixis praestans",83.286908,81.538462,"endemic","not_endemic"
"Asteraceae","Trixis pruskii",50,50,"widespread_common","endemic"
"Moraceae","Trophis racemosa",0.291545,0.775194,"occasional","not_endemic"
"Turneraceae","Turnera diffusa",4.852321,7.246377,"occasional","not_endemic"
"Annonaceae","Unonopsis aurantiaca",100,100,"endemic","endemic"
"Annonaceae","Unonopsis bahiensis",100,100,"endemic","endemic"
"Annonaceae","Unonopsis bauxitae",100,100,"endemic","endemic"
"Annonaceae","Unonopsis guatterioides",6.9869,5.485893,"occasional","not_endemic"
"Annonaceae","Unonopsis renatoi",100,100,"endemic","endemic"
"Annonaceae","Unonopsis riedeliana",100,100,"endemic","endemic"
"Annonaceae","Unonopsis sanctae-teresae",100,100,"endemic","endemic"
"Annonaceae","Unonopsis stipitata",2.711864,2.197802,"occasional","not_endemic"
"Lauraceae","Urbanodendron bahiense",93.333333,93.333333,"endemic","endemic"
"Lauraceae","Urbanodendron macrophyllum",100,100,"endemic","endemic"
"Lauraceae","Urbanodendron verrucosum",98.412698,98.387097,"endemic","endemic"
"Urticaceae","Urera aurantiaca",62.686567,25,"widespread_sparse","not_endemic"
"Urticaceae","Urera baccifera",43.688255,44.339623,"widespread_sparse","not_endemic"
"Urticaceae","Urera caracasana",18.477252,45.142857,"widespread_sparse","not_endemic"
"Urticaceae","Urera nitida",96.918768,97.119342,"endemic","endemic"
"Fabaceae","Vachellia caven",6.601467,6.933333,"occasional","not_endemic"
"Fabaceae","Vachellia farnesiana",6.581986,6.587615,"occasional","not_endemic"
"Humiriaceae","Vantanea bahiaensis",100,100,"endemic","endemic"
"Humiriaceae","Vantanea compacta",90.849673,94.680851,"endemic","endemic"
"Humiriaceae","Vantanea guianensis",NA,NA,"not_endemic","not_endemic"
"Humiriaceae","Vantanea morii",100,100,"widespread_common","endemic"
"Humiriaceae","Vantanea obovata",54.748603,75.384615,"widespread_common","endemic"
