order,locality1,UC
237,"22 Km N of Itamarati on BR 101, then 6,8Km E on road to Embratel Tower. Reserva Municipal Cachoeira do Pau. Southern Bahia wet forest",US
238,"22 km N of Itamarati on BR 101, then 6.8 km E on road to Embratel Tower. Reserva Municipal Cachoeira do Pau",US
239,"22 Km N of Itamarati on BR 101, then 6.8 Km E on road to Embratel Tower. Reserva Municipal Cachoeira do Pau",US
240,"22Km a N de Itamarati BR-101, depois 6.8Km a E da Rod. Para a torre da Embratel. Reserva Municipal Cachoeira do Pau",US
241,"22Km a N de Itamarati BR-101, depois 6.8Km a E na Rod. p/ torre da Embratel. Reserva Municipal Cachoeira do Pau",US
242,"22Km ao N de Itamarati BR-101, depois 6,8Km a E da Rod. p/ torre da Embratel. Reserva Municipal Cachoeira do Pau",US
243,"22Km ao N de Itamarati BR-101, depois 6.8Km a E da Rod. p/ torre da Embratel. Reserva Municipal Cachoeira do Pau",US
244,"22Km ao N de Itamarati BR-101, depois 6.8Km a E da Rod. p/ Torre da EMBRATEL. Reserva Municipal Cachoeira do Pau",US
245,"22Km ao N de Itamarati BR-101, depois 6.8Km a E da Rod. p/ Torre daEmbratel. Reserva Municipal cachoeira do Pau",US
246,"22Km ao N de Itamarati BR-101, depois 6.8Km a E na Rod. Para torre da Embratel. Reserva Municipal Cachoeira do Pau",US
247,"22Km ao N de Itamarati BR-101,depois 6,8Km a E na Rod. p/ torre da Embratel.Reserva Municipal Cachoeira do Pau",US
248,"22Km ao N de Itamarati BR-101,depois 6.8Km a E na Rod. p/ torre da Embratel. Reserva Municipal Cachoeira do Pau",US
249,"22Km ao N de Itamarati na BR-101, depois 6.8Km a E da Rod. para torre da Embratel. Reserva Municipal Cachoeira do Pau",US
250,"22Km ao N de Itamarati na BR-101, depois 68Km a E da Rod. p/ torre da Embratel. Reserva Municipal cachoeira do Pau",US
251,"22km N of Itamarati on BR 101, then 6.8 km E on road to Embratel Tower. Reserva Municipal Cachoeira do Pau",US
252,23 Km de Alto Paraiso em direcao a Teresina de Goias . Cruzeiro. Folha Cartografica SD-23-Y-A Coordenada Coletada. Parque Nacional de Chapada dos Veadeiros,PI
253,"23 km N of Itamarati on BR 101, then 6.8 km E on road to Embratel Tower. Reserva Municipal Cachoeira do Pau",US
254,25 km de Mogi Guacu. Estacao Experimental de Mogi Guacu. (Fazenda Campininha). Cerrado-cerradao,US
255,"25 km N. of Guarapuava, towards Pitanga. Fazenda of J. Rickli",US
256,25 Km NW de Mogi-Guacu. Estacao Experimental de Mogi-Guacu (fazenda Campininha). Margem do rio Mogi-Guacu. Nativo,US
257,"25 km NW de Mogi Guacu., Fazenda Campinha. Estacao Experimental de Mogi-Guacu",US
258,25 Km. NW de Mogi-Guacu. Estacao Experimental de Mogi-Guacu. (Fazenda Campininha),US
259,25 Km. NW de Mogi-Guacu. Estacao Experimental de Mogi Guacu (Fazenda Campininha),US
260,25 km. NW de Mogi Guacu. Estacao Experimental de Mogi Guacu (Fazenda Campininha). Folha Cartografica SF-23-Y-A Coordenada Calculada,US
261,25 L 184133 9038760 (UTM SAD69). RPPN Pedra D'Anta,US
262,25Km de Mogi-##uacu. Estacao Experimental de Mogi-Guacu (Fazenda Campininha),US
263,25Km N.W. de Mogi-Guacu. Estacao Experimental de Mogi-Guacu (Fazenda Campininha),US
264,"25km NW de Mogi-Guacu, Estacao Experimental de Mogi-Guacu",US
265,25km NW de Mogi-Guacu. Estacao Experimental de Mogi-Guacu,US
266,25km NW de Mogi-Guacu. Estacao Experimental de Mogi-Guacu. (Fazenda Campininha),US
267,"25km NW de Mogi Guacu, Estacao Experimental de Mogi Guacu, Fazenda Campininha",US
268,27 Km Alto Paraiso/Colinas. Campo Sujo ao lado da Mata Funda. Folha Cartografica SD-23-Y-A Coordenada Calculada. Parque Nacional da Chapada dos Veadeiros,PI
269,29-35 km S of Estanquez towards El Molino,US
270,"29 km N de Itamarati na BR 101, dai 6,8 km E na estrada para a torre da Embratel. Reserva Municipal Cachoeira do Pau",US
271,2Km ao NW de Una. Area da CEPLAC. Estacao Experimental Djalma,US
272,"2km de Caldas, Flona do Araripe",US
273,2km del desvio camino a Finca El Rey (Parque Nacional),PI
274,2km east of village of Sete Barras. Alt. ca 50m. Along new road towards Jequia. Partially cleared forest region,US
275,2º Distrito Tamoios. Parque Ecologico Municipal do Mico Leao Dourado,PI
276,"2º Distrito, Tamoios, Parque Ecologico do Mico Leao Dourado",PI
277,"2º Distrito, Tamoios, Parque Ecologico Municipal do Mico Leao Dourado",PI
278,"2º distrito, Tamoios, Parque Ecologico Municipal do Mico Leao Dourado .",PI
279,"2º distrito, Tamoios, Parque Ecologico Municipal do Mico Leao Dourado.",PI
280,"2º Distrito, Tamoios, Parque Ecologico Municipal do Mico Leao Dourado.",PI
281,"2º Distrito, Tamoios, PArque Ecologico Municipal do Mico Leao Dourado.",PI
282,"2º Distrito, Tamoios, Parque Ecologico Municipal do Mico Leao Dourado. .",PI
283,"2º Distrito, Tamoios, Parque Estadual Ecologico Municipal Mico Leao Dourado.",PI
284,"2º Distrito, Tamoios, Parque Estadual Municipal do Mico Leao Dourado.",PI
285,"2º Distrito, Tamoios. Parque Ecologico Municipal do Mico Leao Dourado. .",PI
286,"3 a 5Km, ramal ao N da sede da Estacao Experimental Lemos Maia (CEPLAC)",US
287,"3 km (by air), 7 km (by road) NE of Mairana on road to Parque Nacional Amboro camp """"""""Yunga de Mairana"""""""". Upper limit of dry forest of Schinopsis haenkeana, Luehea steinbachii, Chrysophyllum marginatum",PI
288,3 km above Rio Vermelho in rd towards Taquara,US
289,"3 km al E de Tziscao, Parque Nacional Lagos de Montebello, camino a Santa Elena",PI
290,"3 km al W de Tziscao, Parque Nacional Lagos de Montebello, dentro de los limites",PI
291,"3 km carretera Palenque-Ocosingo, camino al Parque Nacional Cascadas de Agua Azul",PI
292,"3 km NE de Abra de Quine. Within the """"""""""""""""Flora de la Region del Parque Nacional Amboro"""""""""""""""", but above the 700 m contour",PI
293,"3 km S of Mataral, broad valley of Rio La Cienega, grazed, flat, arid thorn scrub with many columnar cacti. Within the """"""""""""""""Flora de la Region del Parque Nacional Amboro"""""""""""""""", but above the 700 m contour",PI
294,3 km towards Jatobal; area to be flooded by Tucurui dam,US
295,3 Km towards Jatobal; area to be flooded by Tucurui dam,US
296,"3.2 km N of Campamento Yungas of Parque Nacional Amboro, 6.5 km by air NE of Mairana. Ridgetio with disturbed cloub forest eith Prumunopitys exigua",PI
297,3.7 km N of Campamento La Ynga ranger station of Parque Nacional Amboro 6.5 ( by air) Ne of Mairana. Ridgetop humid montane fores t with Myrtaceae,PI
298,"3.7 km N of Campamento La Yunga ranger station of Parque Nacional Amboro, 6.5 km (by air) NE of Mairana. Ridgetop humid montane forest with Myrtaceae",PI
299,"3° Distr., Paraiso, Centro de Primatologia dp RJ. Estacao Ecologica do Paraiso",PI
300,"3° Distrito Paraiso, Centro de Primatologia do RJ. Estacao Ecologica do Paraiso",PI
301,"3° Distrito, Paraiso, Centro de Primatologia do RJ. Estacao Ecologica do Paraiso",PI
302,"300 m do Campus, em direcao ao rio Madeira",US
303,"31,8 Km da cidade para Nova Roma. Fazenda de propriedade do Sr. Agripino. Coordenada calculada. Folha: SD-23-Y-A Parque Nacional da Chapada dos Veadeiros",PI
304,"31km N de Itamarati na BR 101, dai 6,8km E na estrada para a torre, Reserva Municipal Cachoeira do Pau",US
305,"32km N de Itamarati na BR 101, dai 6,8km E na estrada para a Torre da Embratel, Reserva Municipal Cachoeira do Pau",US
306,"38 Km E de la entrada de control al Parque Nacional, ruta 101",PI
307,"38 Km E de la entrada del control del Parque Nacional, ruta 101",PI
308,39 Km NW of Uaua towards Poco de Fora (4 Km SE of Poco de Fora),US
309,"3Km a W de Nova Esperanca, a W da Reserva Estadual da cidade",PI
310,"3Km a W Nova Esperanca, a W da Reserva Estadual da cidade",PI
311,"3Km ao W de Nova Esperanca, ao W da Reserva Estadual da cidade",PI
312,"3º DISTR. , PARAISO , CENTRO DE PRIMATOLOGIA DO RJ . Estacao Ecologica do Paraiso",PI
313,4-5 Km NE de Hernandarias. Reserva Biologica Tati Yupi,PI
314,4-5 km NE de Hernandarias. Reserva Biologica Tatiyupi. En Cerrados,PI
315,"4-6 km W of Mirador Los Chiapas in Parque Nacional del Sumidero, canyon top",PI
316,"4-6Km a E da Estacao Ecologica do Pau-brasil, estr. velha de Cabralia",PI
317,4-6Km a E da Estacao ecologica do Pau-brasil. CEPLAC e arredores. Estr. velha de Cabralia,PI
318,4-6Km a E da Estacao Ecologica do Pau-brasil. Estrada velha p/ Cabralia,PI
319,4-6Km a E da sede Estacao Ecologica do Pau-brasil e arredores,PI
320,"4 km (by air) SW of Buena Vista, Parque Nacional Amboro. Disturbed and secondary tropical evergreen forest. Just above and on the floodplain on S side of Rio Surutu",PI
321,"4 km SW of center of Buena Vista, south side of Riio Surutu. Sandy floodplain, brushy and wooded, with Gynerium sagittatum, Salix humboldtiana. Disturbed tropical evergreen forest just above floodplain. Parque Nacional Amboro",PI
322,"4 km SW of center of Buena Vista, south side of Rio Surutu Sandy floodplain, brushy and wooded, with Gynerium sagittatum, Salix humboldtiana Parque Nacional Amboro",PI
323,"4 km SW of center of Buena Vista, south side of Rio Surutu. Sandy floodplain, brushy and wooded with Gynerium sagittatum, Salix humboldtiana. Parque Nacional Amboro",PI
324,"4 km SW of center of Buena Vista, south side of Rio Surutu. Sandy flooplain, brushy and wooded, with Gynerium sagittatum, Salix humboldtiana. Parque Nacional Amboro",PI
325,"4 km SW of El Condor. Disturbed edges of lowland tropical evergreen forest on gentle slope, with southermost recent slash-and-burn openings for growing upland rice as approaching the first Andean hills and the official limit of Parque Nacional Amboro. Within the """"""""""""""""Flora de la Region del Parque Nacional Amboro"""""""""""""""", but above the 700 m contour",PI
326,"4 km. from Providencia, towards Anori, forest road",US
327,"4 km. SW of center of Buena Vista, south side of Rio Surutu. Parque Nacional Amboro",PI
328,"4 km. SW of Center of Buena Vista, south side of Rio Surutu. Sandy floodplain, brushy and wooded, with Gynerium sagittatum, Salix humboldtiana. Disturbed tropical evergreen forest just above floodplain. Parque Nacional Amboro",PI
329,"4 km. SW of center of Buena Vista, south side of Rio Surutu. Sandy floodplain, brushy and wooded, with Gynerium sagittatum, Salix humboldtiana. Parque Nacional Amboro",PI
330,"4 km. SW of center of Buena Vista, south side of Rio Surutu. Sandy floodplain, brushy and wooded, with Gynerium sagittatum, Salix humboldtiana. Parque Nacional Amboro. [Within the """"""""Flora de la Region del Parque Nacional Amboro"""""""", but above the 700 m contour.]",PI
331,4.8 km N of Campamento La Yunga on road to Parque Nacional Amboro. Cloud forest on ridgeline along road to the National Park,PI
332,"40° inclinacao da rocha, vertente norte do Alto das Perobas, direcao de Secretario. Area de Protecao Ambiental de Petropolis",APA
333,"45 Km S de Turbo en la via Turbo-Mutata, reserva florestal Tulenapa (ICA)",US
334,"48Km a E BR-101, Rod. p/ Belmonte. Barrolandia. Area da Estacao Experimental """"""""Gregorio Bondar""""""""",US
335,5-7Km ao NE da antiga Rod. liga Estacao Ecologica do Pau-brasil/Cabralia,PI
336,"5 km al W de Lago Tziscao, Parque Nacional Lagos de Montebello",PI
337,5 km da Reserva Florestal de Xirica,US
338,5 Km de Alto Paraiso para Parque Nacional,PI
339,"5 km S de Mataral, camino a Vallegrande. Within the """"""""""""""""Flora de la Region del Parque Nacional Amboro"""""""""""""""", but above the 700 m contour",PI
340,"5 km south on rad from the Buena Vista-Villa Tunari highway, the rutnoff ca. 4 km E of San German. SEcondary forest and edges on slight slope, former tropical evergreen forest. The plain around Santa Cruz that lies within the """"""""""""""""Flora de la Region del Parque Nacional Amboro""""""""""""""""",PI
341,"5,5 km W of Iacu towards Marcionilio Souza",US
342,5.5 km below Coroico (towards Yolosa) (1.4 km above Yolosa). Disturbed roadside forest,US
343,"5.5 km S of Vallegrande, vic. Santa Rosita, Quebrada Huasa Canada. Brushy grazed gentle slopes, hedgerows, and around fruit orchards and houses on side of braod semi-arid valley",US
344,"5.5 km S of Vallegrande, vic. Santa Rosita, Quebrada Huasa Canada. Brushy grazed gentle slopes, hedgerows, and around fruit orchards and houses on side of broad semi-arid valley",US
345,"5.5 km S of Vallegrande, vic. Santa Rosita, Quebrada Huasacanada. Brushy grazed gentle slopes, hedgerows, and around fruit orchards and houses on side of broad semi-arid valley",US
346,"50 km S de Itapetininga, estrada Registro. Reserva Florestal de Carlos Botelho",US
347,"500m ao N do Rio Maruim, ao N de Una. Reserva Biologica",PI
348,"500m apos o trevo, em direcao a Caraivas. Area de Protecao Ambiental. Solo arenoso. Margem da estrada",APA
349,500m./s.m. Area de Protecao Ambiental do Rangel,APA
350,"5km de Alto Paraiso, Fazenda Paepalam, nas margens do Parque Nacional da Chapada dos Veadeiros. Campo rupestre",PI
351,"5Km W Areia Branca, BR-235. 41Km W Aracaju. Estacao Ecologica da Serra da Itabaiana",PI
352,5km west of Parque nacional do itatiaia,PI
353,"6 km (by air) NE of Mairana, at """"""""Campamento La Yunga"""""""" ranger station of Parque Nacional Amboro. 18º05'40""""""""S, 63º55'W. alt. 1950m",PI
354,6 km da sede FUNATURA em direcao ao povoado Chapada Gaucha. Folha Cartografica SD-23-Y-D Coordenada Calculada. Parque Nacional Grande Sertao Veredas,PI
355,6 km da sede Futura em direcao ao povoado Chapada Gaucha. Folha Cartografica SD-23-Y-D Coordenada Calculada. Parque Nacional Grande Sertao Veredas,PI
356,6 km NW of trunoff from highway at Rio Seco on dirt road towards La Florida,US
357,"6 km SW of turnoff from Villa Tunari-Cochabamba highway, along edge of secondary forest near raner station for the Guacharos cave, Parque Nacional Carrasco, 12 km (straight line) SW of center of Villa Tunari",PI
358,"6 km SW of Villa San Germa, vic. Campamento Moile of Parque Nacional Amboro, along north side of Rio Moile. Sandy soil, disturbed by annual floods, open grassy areas, and brushy and wooded areas with Piper aduncum, Gynerium sagittatum. Within the """"""""""""""""Flora de la Region del Parque Nacional Amboro"""""""""""""""", but above the 700 m contour",PI
359,"6 km SW of Villa San German south side of Rio Moile, opposite Campamento Moile of P.N. Amboro",PI
360,"6 km SW of Villa San German, south side of Rio Moile, opposite Campamento Moile of Parque Nacional Amboro",PI
361,"6 km SW of Villa San German, south side of Rio Moile, opposite Campamento Moile of Parque Nacional Amboro. Evergreen tropical lowland forest in occasionally flooded flat area, partially distrurbed",PI
362,"6 km SW of Villa San German, south side of Rio Moile, opposite Campamento Moile of Parque Nacional Amboro. Evergreen tropical lowland forest in occasionally flooded flat area, partially disturbed",PI
363,"6 km SW of Villa San German, south side of Rio Moile, oppostie Campamento Moile of Parque Nacional Amboro,. Evergreen tropical lowland forest in occasionally flooded flat area, partially disturbed",PI
364,"6 km SW of Villa San German, vic. Campamento Moile of Parque Nacional Amboro, along north side of Rio Moile",PI
365,"6 km SW of Villa San German, vic. Campamento Moile of Parque Nacional Amboro. Disturbed tropical evergreen lowland forest. Flat area, above all but exceptional floods of the nearby Rio Moile. Spondias mombin, Hasseltia floribunda, Poulsenia armata",PI
366,"6,5Km ao N da Praia de Saquaira, na Area de Protecao Ambiental Penisula de Marau#?#",APA
367,"6º Distrito, Piabeta, Parque Estadual da Estrela, Portinho.",PI
368,7-8Km ao SW de Crato. Ao longo da base da Chapada do Araripe. Parque Nacional do Araripe,PI
369,"7 km (by air) 10.2 km (by road) NNW of Mataral on road to San Juan de Potrero. Arid valley bottom of Rio San Juan. Within the """"""""""""""""Flora de la Region del Parque Nacional Amboro"""""""""""""""", but above the 700 m contour",PI
370,"7 km (by air) E of Bermejo, disturbed ridgetop semi-deciduous forest and brush, at last set of antennas after Cerro Sillar, 12 km by dirt road along pipeline, from turnoff at Bermejo from the Santa Cruz-Samaipata highway. [Within the """"""""""""""""Flora de la Region del Parque Nacional Amboro"""""""""""""""", but above the 700 m contour]",PI
371,"7 km (by air) N of Pampa Grande, just E of Las Juntas on main highway to Comarapa. Dry scrub vegetation. Within the """"""""""""""""Flora de la Region del Parque Nacional Amboro"""""""""""""""", but above the 700 m contour",PI
372,"7 km (by air) NE of Mairana. Cloud forest along southern limit of expanded Parque Nacional Amboro, entering from Mairana",PI
373,"7 km ao sul de Capao Bonito, na Estacao Experimental",US
374,7 km de Cocalzinho de Goias em direcao a Pirenopolis. BR-070. Parque Estadual da Serra dos Pirineus. Cerrado pedregoso,PI
375,"7 km NNE of Los Negros, along road from Mairana to Comarapa. Scrub and scattered trees, dry. Within the """"""""""""""""Flora de la Region del Parque Nacional Amboro"""""""""""""""", but above the 700 m contour",PI
376,"7 km. SW of Termal de Huaytu. Disturbed remnants of tropical evergreen forest. [Within the """"""""""""""""Flora de la Region del Parque Nacional Amboro"""""""""""""""", but above the 700 m contour [?]]",PI
377,"7.3 km from Santa Cruz-Samaipata highway leaving at Taruma, on dirt road along Rio Salado and oil pipeline. Slope, with dryish forest. [Within the """"""""Flora de la Region del Parque Nacional Amboro"""""""", but above the 700 m contour [?]]",PI
378,7.9 Km WNW of hwy. 80 along 200 towards Puerta Vallarta en the S side of the read,US
